epoch,critic_loss,generator_loss,gradient_penalty
1,7.658855748176575,-0.005458863248350099,0.7685901939868927
2,1.0846159966662525,-0.20362679101526737,0.100078071502503
3,-0.019111497078847607,-0.36262819916009903,0.004372821998549626
4,-1.2610733456909657,0.07607852853834629,0.010135681251995265
5,-2.239105823636055,0.46725424751639366,0.015025642979890109
6,-2.91118129491806,1.655605986714363,0.019088998157531022
7,-2.91699076294899,2.1328016072511673,0.025490516610443593
8,-2.7760340869426727,2.56544890999794,0.023219405906274915
9,-2.6645406007766725,2.8907204270362854,0.02090879713650793
10,-2.4947338700294495,2.8321855068206787,0.01833701254799962
11,-2.3181636095047,2.6558098793029785,0.015625000069849192
12,-2.1637926161289216,2.424220860004425,0.014278831286355853
13,-2.020535832643509,2.1724584698677063,0.012732313736341894
14,-1.855111438035965,1.9858288764953613,0.011604073725175112
15,-1.7023476779460907,1.80068801343441,0.01083943813573569
16,-1.6001303225755692,1.6870441287755966,0.009913374064490199
17,-1.4825803339481354,1.5556475520133972,0.009047251578886062
18,-1.3797457426786424,1.4468766301870346,0.008739753195550292
19,-1.2908087372779846,1.359830603003502,0.00794187606079504
20,-1.1864877134561538,1.3038705736398697,0.007432776479981839
21,-1.1130599886178971,1.264081358909607,0.007294562365859747
22,-1.0355362758040427,1.1685886830091476,0.0066318262834101915
23,-0.9619528204202652,1.1089652478694916,0.0058784413849934936
24,-0.91996428668499,1.1263268440961838,0.005560542264720425
25,-0.8580850705504417,1.04294753074646,0.0052246976352762434
26,-0.8200192794203758,1.062947690486908,0.005184713884955272
27,-0.7713397786021232,0.8844604641199112,0.005226595076965168
28,-0.7314492046833039,0.9918166920542717,0.004938011220656335
29,-0.6902115121483803,0.9017875790596008,0.004819071950623766
30,-0.666563929617405,0.8398755490779877,0.004729928827146068
31,-0.6234253913164138,0.7393305376172066,0.005120044376235455
32,-0.6061879545450211,0.5455050840973854,0.00474928566836752
33,-0.575979919731617,0.5757846906781197,0.004962486564181745
34,-0.5600914373993874,0.5854610353708267,0.0044766429113224145
35,-0.526096360385418,0.5996425375342369,0.004480045050149784
36,-0.5306245736777783,0.5722185708582401,0.003973819920793176
37,-0.5176439732313156,0.6229393593966961,0.004512975155375898
38,-0.49312112033367156,0.5260588489472866,0.00433413446880877
39,-0.48962401747703554,0.5061364285647869,0.003789494451484643
40,-0.4840116947889328,0.6220929883420467,0.004056374012725428
41,-0.479725182056427,0.5171596631407738,0.00415767899248749
42,-0.46369180381298064,0.539140872657299,0.0040053042583167555
43,-0.46472345665097237,0.537297185510397,0.004090042877942323
44,-0.44804120510816575,0.4396323300898075,0.0038767167658079415
45,-0.4215780086815357,0.4700431749224663,0.0040328724076971415
46,-0.43213783800601957,0.5094767473638058,0.004119378497125581
47,-0.4200270473957062,0.5138726383447647,0.004363673500483856
48,-0.41157047897577287,0.5479199141263962,0.004187330097192898
49,-0.4058081664144993,0.5118025578558445,0.00467132706544362
50,-0.40021069124341013,0.4962652251124382,0.004370956495404243
51,-0.40051168501377105,0.4659562446177006,0.004278889368288219
52,-0.3862758904695511,0.48282619565725327,0.004517180111724884
53,-0.3964418701827526,0.5637393742799759,0.004736001970013603
54,-0.38757999166846274,0.4971481189131737,0.004364914126927033
55,-0.38680812120437624,0.48720482736825943,0.004543773242039606
56,-0.38633371517062187,0.4461671859025955,0.004627238085959107
57,-0.37565180733799935,0.4815238192677498,0.004599082528147847
58,-0.37455685511231424,0.4776926264166832,0.004843457759125158
59,-0.36877298876643183,0.5009596198797226,0.004872432828415185
60,-0.3639859642833471,0.4208816662430763,0.004999853146728128
61,-0.37027581185102465,0.4883182421326637,0.005035353300627321
62,-0.3588177993893623,0.43140495754778385,0.004579041007673368
63,-0.35667663551867007,0.4688110426068306,0.0048316777567379175
64,-0.35325749665498735,0.435139674693346,0.0045083637989591805
65,-0.3557510495185852,0.5427552163600922,0.0047928484214935455
66,-0.3546899914741516,0.42865181621164083,0.004685811424860731
67,-0.3475704789161682,0.4410912021994591,0.0043888473534025255
68,-0.34667650759220126,0.4321553073823452,0.004472686245571822
69,-0.35429104380309584,0.44344462454319,0.004464192793238908
70,-0.34341250360012054,0.4624495953321457,0.004748344945255667
71,-0.3441752098500729,0.38111007027328014,0.004238104511750862
72,-0.34415806606411936,0.4503043033182621,0.004773154016584158
73,-0.3347038760781288,0.4568486772477627,0.004532829136587679
74,-0.32392503023147584,0.44012947753071785,0.004647040815325454
75,-0.3329312264919281,0.38350139558315277,0.004358052567113191
76,-0.3251444298774004,0.37159557454288006,0.004639062227215618
77,-0.3169625837355852,0.41254405677318573,0.004562480986351147
78,-0.31476209945976735,0.40877503901720047,0.004669354105135426
79,-0.312495457008481,0.35691696032881737,0.004219054739223793
80,-0.31042315289378164,0.37896619364619255,0.004297476471401751
81,-0.3062931839376688,0.3735316153615713,0.0045472308120224625
82,-0.30495108664035797,0.38225939497351646,0.004143459571059794
83,-0.3030688066035509,0.43299999460577965,0.00397239894955419
84,-0.30159894078969957,0.36706697568297386,0.004196964018046856
85,-0.29711911007761954,0.3435173314064741,0.004342541913501918
86,-0.2982316005975008,0.39673439785838127,0.004503557825228199
87,-0.29354303069412707,0.4396490193903446,0.004053494572872296
88,-0.2933895103633404,0.37685445696115494,0.0041067926038522275
89,-0.2872164353728294,0.3352332506328821,0.0038577789207920434
90,-0.2937384244054556,0.3101318459957838,0.004029046351206489
91,-0.2883251912891865,0.2908146921545267,0.003885366505710408
