class_index,class_name,n_real,n_candidates,n_selected,candidate_acceptable_fraction,selected_acceptable_fraction,real_nn_median,real_nn_q01,real_nn_q99,screen_lower_limit,screen_upper_limit,selected_nn_mean,selected_nn_median,selected_nn_min,selected_nn_max,generated_self_nn_median,memorization_warning,mode_collapse_warning,robust_scale
1,S,562,6744,2248,1.0,1.0,1.8557058572769165,0.5676669478416443,6.054136576652521,0.14191673696041107,18.162409729957563,2.336199695953695,2.3682894706726074,1.472076654434204,2.7381839752197266,1.8897931575775146,False,False,4.986363887786865
3,F,396,4752,1584,1.0,1.0,0.9137564301490784,0.39673286825418475,10.61975588798523,0.09918321706354619,31.85926766395569,1.599509285443058,1.625636339187622,0.9599944949150085,1.8677338361740112,1.424580156803131,False,False,4.491408348083496
