epoch,critic_loss,generator_loss,gradient_penalty
100,-0.32728613118330635,0.5271380096673965,0.0058951578258226315
101,-0.31474094788233437,0.4747060885032018,0.006328834826126695
102,-0.3089311098059018,0.3987329403559367,0.00616069626994431
103,-0.31356745660305024,0.45971990873416263,0.0065662110922858116
104,-0.31127365777889887,0.3460934665054083,0.006822752145429452
105,-0.31843230227629343,0.41637150943279266,0.006318351215062042
106,-0.3132217928767204,0.3884253253539403,0.006164850317873061
107,-0.3039494921763738,0.37131774922211963,0.005881656194105744
108,-0.3136697272459666,0.4177026053269704,0.0061632092033202445
109,-0.3077455813686053,0.4254272977511088,0.006468104214097063
110,-0.3153244316577911,0.29372970170030993,0.005933129352827867
111,-0.3163679992159208,0.41006595144669217,0.006158676347695291
112,-0.3175982152422269,0.4617074231306712,0.006118286556253831
113,-0.2901347761352857,0.3601900137340029,0.006454165062556664
114,-0.3142099459966024,0.38426218430201214,0.005631568104339142
115,-0.30931870887676877,0.3831409066915512,0.005948392363886039
116,-0.3015789498885473,0.36726386348406476,0.006341575582822164
117,-0.30385229736566544,0.4907691280047099,0.006237237551249564
118,-0.2999278689424197,0.40742458403110504,0.006729294483860334
119,-0.30563088605801264,0.3756024440129598,0.006096587640543779
120,-0.3069990297158559,0.4363039682308833,0.00625814578961581
121,-0.3046289121111234,0.4370979865392049,0.00611746891712149
122,-0.31226762880881626,0.44273347159226734,0.005689025181345642
123,-0.3087876905997594,0.22945965578158697,0.006096569083941479
124,-0.2971624920765559,0.3807417241235574,0.006513487384654582
125,-0.30137500415245694,0.4438537160555522,0.006328682873087624
126,-0.2973498041431109,0.4075918197631836,0.0062139660430451235
127,-0.2974385216832161,0.34819310406843823,0.0059513663329804935
128,-0.29499135514100394,0.430329071978728,0.0068182256383200485
129,-0.29559255242347715,0.3431744972864787,0.006192571491313478
130,-0.29689474205176036,0.38924941420555115,0.006169610757691165
131,-0.29793276339769365,0.40607155362764996,0.005954566605699559
132,-0.2929521178205808,0.3409842997789383,0.006290226771185795
133,-0.2915489579240481,0.32449547201395035,0.006139213064064582
134,-0.2743982339898745,0.3284401853258411,0.006290508690290153
135,-0.2985263928771019,0.37586665401856106,0.006198021653108299
136,-0.2787226950128873,0.37678752342859906,0.006250906844312946
137,-0.2928448386490345,0.4227116157611211,0.0062482651633520925
138,-0.2810103232661883,0.24222001681725183,0.006186816818080842
139,-0.28243433982133864,0.309720682601134,0.006480991700664162
140,-0.2875680699944496,0.3200770517190297,0.00618679968174547
141,-0.29019027998050057,0.423375740647316,0.006542867127185066
142,-0.2778188054760297,0.30530363973230124,0.006115245601783196
143,-0.28705133001009625,0.3877170570194721,0.006243699292341868
144,-0.27924972772598267,0.3832312176624934,0.0057644773119439685
145,-0.2726723144451777,0.3280679490417242,0.006784841472593447
146,-0.28612681130568185,0.36869419490297634,0.0059794778159509105
147,-0.27745556433995566,0.43415406346321106,0.006122159127456447
148,-0.28462348083655037,0.3884042551120122,0.006301379816917082
149,-0.27631868521372477,0.41002437223990756,0.0057585691489900155
150,-0.2753762498497963,0.348444235821565,0.006188745160276691
