representation,architecture_candidate_id,config_id,family,config_json,seed,n_parameters,n_train_samples,train_class_counts_json,best_epoch,time_s,confusion_json,Macro_F1,Rare_Macro_SF,Min_Rare_F1,Rare_HMean_SF,F1_N,F1_S,F1_V,F1_F,Precision_S,Precision_F,Recall_S,Recall_F
STFT_2D,BILSTM2D_T7_BOTH,FOCAL_A050_G3,focal,"{""alpha_power"": 0.5, ""config_id"": ""FOCAL_A050_G3"", ""family"": ""focal"", ""gamma"": 3.0, ""kind"": ""focal""}",5001,318885,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",6,128.16789770126343,"[[9838, 16, 2140, 6], [98, 79, 205, 0], [139, 34, 567, 2], [14, 0, 1, 3]]",0.4292785570371771,0.2580471016937715,0.2068965517241379,0.2479079497907949,0.8907601068405089,0.309197651663405,0.3102599179206566,0.2068965517241379,0.6124031007751938,0.2727272727272727,0.206806282722513,0.1666666666666666
RAW_1D,BILSTM1D_T24_BOTH,SAMPLER_P050,sampler,"{""config_id"": ""SAMPLER_P050"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 0.5}",5000,328228,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",13,203.76538705825809,"[[10244, 51, 1403, 302], [169, 59, 154, 0], [46, 42, 641, 13], [2, 0, 5, 11]]",0.4081000539869087,0.1424636355718143,0.063953488372093,0.0991975544516622,0.9121588531231912,0.2209737827715356,0.4353140916808149,0.063953488372093,0.3881578947368421,0.0337423312883435,0.1544502617801047,0.6111111111111112
RAW_1D,BILSTM1D_T24_BOTH,SAMPLER_P050,sampler,"{""config_id"": ""SAMPLER_P050"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 0.5}",5001,328228,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",5,133.52478528022766,"[[10826, 15, 1154, 5], [241, 56, 85, 0], [123, 41, 572, 6], [6, 0, 6, 6]]",0.4875160547099594,0.2847888953152111,0.2267206477732793,0.272948822095857,0.9334367994481808,0.2267206477732793,0.4470496287612348,0.3428571428571428,0.5,0.3529411764705882,0.1465968586387434,0.3333333333333333
STFT_2D,BILSTM2D_T7_BOTH,SAMPLER_P050,sampler,"{""config_id"": ""SAMPLER_P050"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 0.5}",5000,318885,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",1,87.88321304321289,"[[10312, 6, 1676, 6], [93, 91, 197, 1], [168, 18, 556, 0], [16, 0, 0, 2]]",0.4445085270618117,0.2571726656233698,0.1481481481481481,0.2109533468559837,0.9130107574483156,0.3661971830985915,0.3506780195521917,0.1481481481481481,0.7913043478260869,0.2222222222222222,0.2382198952879581,0.1111111111111111
STFT_2D,BILSTM2D_T7_BOTH,SAMPLER_P050,sampler,"{""config_id"": ""SAMPLER_P050"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 0.5}",5001,318885,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",2,95.58421111106873,"[[11536, 16, 442, 6], [81, 117, 184, 0], [132, 59, 544, 7], [7, 0, 7, 4]]",0.5436015417758958,0.3181184668989547,0.2285714285714285,0.2929119073697387,0.9712072739518436,0.4076655052264808,0.5669619593538301,0.2285714285714285,0.609375,0.2352941176470588,0.306282722513089,0.2222222222222222
RAW_1D,BILSTM1D_T24_BOTH,SAMPLER_P075,sampler,"{""config_id"": ""SAMPLER_P075"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 0.75}",5000,328228,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",2,106.08587431907654,"[[10128, 64, 1429, 379], [110, 76, 196, 0], [23, 26, 651, 42], [4, 0, 5, 9]]",0.4145043779002164,0.158775417101147,0.0401785714285714,0.0701898409440738,0.9097686952616214,0.2773722627737226,0.43069798213695,0.0401785714285714,0.4578313253012048,0.0209302325581395,0.1989528795811518,0.5
RAW_1D,BILSTM1D_T24_BOTH,SAMPLER_P075,sampler,"{""config_id"": ""SAMPLER_P075"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 0.75}",5001,328228,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",1,97.47335195541382,"[[10145, 11, 357, 1487], [149, 59, 167, 7], [91, 20, 587, 44], [3, 0, 5, 10]]",0.4502306732393495,0.1313856960408684,0.0127713920817369,0.0243013365735115,0.906289083437556,0.25,0.6318622174381054,0.0127713920817369,0.6555555555555556,0.0064599483204134,0.1544502617801047,0.5555555555555556
STFT_2D,BILSTM2D_T7_BOTH,SAMPLER_P075,sampler,"{""config_id"": ""SAMPLER_P075"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 0.75}",5000,318885,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",9,152.71353149414062,"[[11117, 17, 775, 91], [71, 94, 217, 0], [140, 39, 555, 8], [9, 0, 3, 6]]",0.4719934066506092,0.2254722171281863,0.0975609756097561,0.1529076860512403,0.9527359986287868,0.3533834586466165,0.4842931937172774,0.0975609756097561,0.6266666666666667,0.0571428571428571,0.2460732984293193,0.3333333333333333
STFT_2D,BILSTM2D_T7_BOTH,SAMPLER_P075,sampler,"{""config_id"": ""SAMPLER_P075"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 0.75}",5001,318885,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",3,103.97337913513184,"[[9765, 14, 1968, 253], [73, 112, 197, 0], [177, 50, 504, 11], [8, 1, 3, 6]]",0.4061093066697044,0.2211911150864639,0.0416666666666666,0.0754844144903117,0.886800163465468,0.4007155635062612,0.2952548330404217,0.0416666666666666,0.632768361581921,0.0222222222222222,0.2931937172774869,0.3333333333333333
RAW_1D,BILSTM1D_T24_BOTH,SAMPLER_P100,sampler,"{""config_id"": ""SAMPLER_P100"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 1.0}",5000,328228,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",1,97.33306789398192,"[[9179, 480, 1311, 1030], [183, 78, 116, 5], [50, 30, 587, 75], [3, 0, 5, 10]]",0.365214320999099,0.0891997173554617,0.0175746924428822,0.0316867078323041,0.8572495914078917,0.1608247422680412,0.4252082578775806,0.0175746924428822,0.1326530612244898,0.0089285714285714,0.2041884816753926,0.5555555555555556
RAW_1D,BILSTM1D_T24_BOTH,SAMPLER_P100,sampler,"{""config_id"": ""SAMPLER_P100"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 1.0}",5001,328228,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",25,309.87069034576416,"[[10080, 29, 1289, 602], [81, 77, 222, 2], [39, 35, 599, 69], [4, 0, 5, 9]]",0.4118587082965214,0.1600846763179459,0.0257142857142857,0.0472981043220093,0.9079445145018916,0.2944550669216061,0.4193209660483024,0.0257142857142857,0.5460992907801419,0.0131964809384164,0.2015706806282722,0.5
STFT_2D,BILSTM2D_T7_BOTH,SAMPLER_P100,sampler,"{""config_id"": ""SAMPLER_P100"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 1.0}",5000,318885,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",2,95.95974087715148,"[[11204, 19, 666, 111], [68, 137, 176, 1], [138, 164, 421, 19], [8, 1, 3, 6]]",0.4608427565980435,0.2335887670352865,0.0774193548387096,0.1291792715986327,0.9568707831582544,0.3897581792318634,0.4193227091633466,0.0774193548387096,0.4267912772585669,0.0437956204379562,0.3586387434554974,0.3333333333333333
STFT_2D,BILSTM2D_T7_BOTH,SAMPLER_P100,sampler,"{""config_id"": ""SAMPLER_P100"", ""family"": ""sampler"", ""kind"": ""sampler"", ""sampler_power"": 1.0}",5001,318885,37862,"{""N"": 33858, ""S"": 562, ""V"": 3046, ""F"": 396}",8,143.5812213420868,"[[9313, 13, 2558, 116], [43, 131, 208, 0], [127, 47, 563, 5], [9, 0, 5, 4]]",0.4140214801560478,0.2565933194205446,0.0559440559440559,0.0996908442330558,0.8666480550902661,0.4572425828970332,0.2762512266928361,0.0559440559440559,0.6858638743455497,0.032,0.3429319371727748,0.2222222222222222
RAW_1D,BILSTM1D_T24_BOTH,SMOTE_X3,smote,"{""config_id"": ""SMOTE_X3"", ""family"": ""smote"", ""kind"": ""smote"", ""smote_factor"": 3}",5000,328228,39778,"{""N"": 33858, ""S"": 1686, ""V"": 3046, ""F"": 1188}",20,276.3791997432709,"[[11798, 75, 47, 80], [259, 44, 78, 1], [80, 25, 549, 88], [9, 0, 2, 7]]",0.4977543177756351,0.1197326643408725,0.0721649484536082,0.1008348338516942,0.9772219001076784,0.1673003802281368,0.7743300423131171,0.0721649484536082,0.3055555555555556,0.0397727272727272,0.1151832460732984,0.3888888888888889
RAW_1D,BILSTM1D_T24_BOTH,SMOTE_X3,smote,"{""config_id"": ""SMOTE_X3"", ""family"": ""smote"", ""kind"": ""smote"", ""smote_factor"": 3}",5001,328228,39778,"{""N"": 33858, ""S"": 1686, ""V"": 3046, ""F"": 1188}",10,184.54076886177063,"[[11695, 30, 259, 16], [245, 61, 75, 1], [139, 29, 568, 6], [11, 0, 3, 4]]",0.520371721295133,0.2104028331119964,0.1777777777777777,0.20534399326741,0.970942299709423,0.2430278884462151,0.689738919247116,0.1777777777777777,0.5083333333333333,0.1481481481481481,0.1596858638743455,0.2222222222222222
STFT_2D,BILSTM2D_T7_BOTH,SMOTE_X3,smote,"{""config_id"": ""SMOTE_X3"", ""family"": ""smote"", ""kind"": ""smote"", ""smote_factor"": 3}",5000,318885,39778,"{""N"": 33858, ""S"": 1686, ""V"": 3046, ""F"": 1188}",9,157.29021072387695,"[[10534, 15, 1439, 12], [58, 104, 220, 0], [161, 74, 504, 3], [12, 0, 3, 3]]",0.4501228817030345,0.2642028985507246,0.1666666666666666,0.2281952825013713,0.9254557434658468,0.3617391304347826,0.3466299862448418,0.1666666666666666,0.538860103626943,0.1666666666666666,0.2722513089005235,0.1666666666666666
STFT_2D,BILSTM2D_T7_BOTH,SMOTE_X3,smote,"{""config_id"": ""SMOTE_X3"", ""family"": ""smote"", ""kind"": ""smote"", ""smote_factor"": 3}",5001,318885,39778,"{""N"": 33858, ""S"": 1686, ""V"": 3046, ""F"": 1188}",14,198.5996823310852,"[[10653, 12, 1317, 18], [65, 103, 214, 0], [145, 41, 544, 12], [9, 0, 5, 4]]",0.463454988742728,0.268372891049471,0.1538461538461538,0.219499200852424,0.9315320041972718,0.3828996282527881,0.3855421686746988,0.1538461538461538,0.6602564102564102,0.1176470588235294,0.2696335078534031,0.2222222222222222
RAW_1D,BILSTM1D_T24_BOTH,SMOTE_X5,smote,"{""config_id"": ""SMOTE_X5"", ""family"": ""smote"", ""kind"": ""smote"", ""smote_factor"": 5}",5000,328228,41694,"{""N"": 33858, ""S"": 2810, ""V"": 3046, ""F"": 1980}",7,163.71468830108645,"[[10993, 19, 875, 113], [255, 44, 82, 1], [117, 27, 572, 26], [7, 0, 6, 5]]",0.4227260253976849,0.1238951856088177,0.0613496932515337,0.0923206042803189,0.9406982714359062,0.1864406779661017,0.5024154589371981,0.0613496932515337,0.4888888888888889,0.0344827586206896,0.1151832460732984,0.2777777777777778
RAW_1D,BILSTM1D_T24_BOTH,SMOTE_X5,smote,"{""config_id"": ""SMOTE_X5"", ""family"": ""smote"", ""kind"": ""smote"", ""smote_factor"": 5}",5001,328228,41694,"{""N"": 33858, ""S"": 2810, ""V"": 3046, ""F"": 1980}",2,115.71800565719604,"[[10551, 11, 1347, 91], [287, 73, 19, 3], [125, 30, 577, 10], [10, 0, 5, 3]]",0.4224769219103995,0.1711774193548387,0.048,0.0825402807877132,0.9185565664040396,0.2943548387096774,0.428996282527881,0.048,0.6403508771929824,0.02803738317757,0.1910994764397905,0.1666666666666666
STFT_2D,BILSTM2D_T7_BOTH,SMOTE_X5,smote,"{""config_id"": ""SMOTE_X5"", ""family"": ""smote"", ""kind"": ""smote"", ""smote_factor"": 5}",5000,318885,41694,"{""N"": 33858, ""S"": 2810, ""V"": 3046, ""F"": 1980}",3,112.00293064117432,"[[10179, 22, 1791, 8], [89, 90, 203, 0], [152, 149, 440, 1], [10, 0, 5, 3]]",0.4160510187668582,0.2399688958009331,0.2,0.2333117303953337,0.9076237182345074,0.2799377916018662,0.2766425652310594,0.2,0.3448275862068966,0.25,0.2356020942408377,0.1666666666666666
STFT_2D,BILSTM2D_T7_BOTH,SMOTE_X5,smote,"{""config_id"": ""SMOTE_X5"", ""family"": ""smote"", ""kind"": ""smote"", ""smote_factor"": 5}",5001,318885,41694,"{""N"": 33858, ""S"": 2810, ""V"": 3046, ""F"": 1980}",7,146.43160772323608,"[[11444, 11, 521, 24], [103, 88, 191, 0], [163, 28, 548, 3], [9, 1, 3, 5]]",0.5141740629573801,0.2725490196078431,0.2,0.2532374100719424,0.9649647961549812,0.3450980392156862,0.5466334164588529,0.2,0.6875,0.15625,0.2303664921465968,0.2777777777777778
RAW_1D,BILSTM1D_T24_BOTH,WGAN_GP_X3,wgan_gp,"{""config_id"": ""WGAN_GP_X3"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 3}",5000,328228,39778,"{""N"": 33858, ""S"": 1686, ""V"": 3046, ""F"": 1188}",14,231.59232449531555,"[[11706, 13, 246, 35], [278, 83, 20, 1], [188, 78, 475, 1], [13, 0, 2, 3]]",0.5024445266948375,0.2010047134706028,0.10344827586206896,0.15365627892625733,0.9680380401075046,0.29856115107913667,0.6397306397306397,0.10344827586206896,0.47701149425287354,0.075,0.21727748691099477,0.16666666666666666
RAW_1D,BILSTM1D_T24_BOTH,WGAN_GP_X3,wgan_gp,"{""config_id"": ""WGAN_GP_X3"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 3}",5001,328228,39778,"{""N"": 33858, ""S"": 1686, ""V"": 3046, ""F"": 1188}",6,154.1531195640564,"[[11919, 12, 24, 45], [294, 80, 7, 1], [96, 26, 614, 6], [9, 0, 3, 6]]",0.5854023772294643,0.23894736842105263,0.15789473684210525,0.21145374449339208,0.9802615346656798,0.32,0.883453237410072,0.15789473684210525,0.6779661016949152,0.10344827586206896,0.2094240837696335,0.3333333333333333
STFT_2D,BILSTM2D_T7_BOTH,WGAN_GP_X3,wgan_gp,"{""config_id"": ""WGAN_GP_X3"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 3}",5000,318885,39778,"{""N"": 33858, ""S"": 1686, ""V"": 3046, ""F"": 1188}",11,185.86970710754395,"[[10080, 7, 1909, 4], [105, 86, 191, 0], [170, 19, 545, 8], [14, 1, 1, 2]]",0.42386143503124085,0.23623737373737375,0.125,0.18385889898450028,0.901247261835576,0.3474747474747475,0.3217237308146399,0.125,0.7610619469026548,0.14285714285714285,0.225130890052356,0.1111111111111111
STFT_2D,BILSTM2D_T7_BOTH,WGAN_GP_X3,wgan_gp,"{""config_id"": ""WGAN_GP_X3"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 3}",5001,318885,39778,"{""N"": 33858, ""S"": 1686, ""V"": 3046, ""F"": 1188}",13,204.81328678131104,"[[10635, 6, 1340, 19], [133, 61, 188, 0], [166, 18, 555, 3], [7, 0, 6, 5]]",0.4506781929898068,0.24173209612181773,0.2222222222222222,0.24015748031496062,0.9271609781613704,0.26124197002141325,0.3920876015542211,0.2222222222222222,0.7176470588235294,0.18518518518518517,0.15968586387434555,0.2777777777777778
RAW_1D,BILSTM1D_T24_BOTH,WGAN_GP_X5,wgan_gp,"{""config_id"": ""WGAN_GP_X5"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 5}",5000,328228,41694,"{""N"": 33858, ""S"": 2810, ""V"": 3046, ""F"": 1980}",8,180.91255497932434,"[[11939, 5, 20, 36], [271, 52, 55, 4], [290, 36, 403, 13], [12, 0, 1, 5]]",0.4961940233494016,0.17526315789473684,0.13157894736842105,0.16437490121700649,0.9741351174934726,0.21894736842105264,0.6601146601146601,0.13157894736842105,0.5591397849462365,0.08620689655172414,0.13612565445026178,0.2777777777777778
RAW_1D,BILSTM1D_T24_BOTH,WGAN_GP_X5,wgan_gp,"{""config_id"": ""WGAN_GP_X5"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 5}",5001,328228,41694,"{""N"": 33858, ""S"": 2810, ""V"": 3046, ""F"": 1980}",2,120.63971495628357,"[[11704, 0, 34, 262], [316, 14, 50, 2], [256, 1, 476, 9], [10, 0, 3, 5]]",0.44941553772356235,0.052156375519095924,0.033783783783783786,0.04568445097079459,0.9638474841472453,0.07052896725440806,0.7295019157088123,0.033783783783783786,0.9333333333333333,0.017985611510791366,0.03664921465968586,0.2777777777777778
STFT_2D,BILSTM2D_T7_BOTH,WGAN_GP_X5,wgan_gp,"{""config_id"": ""WGAN_GP_X5"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 5}",5000,318885,41694,"{""N"": 33858, ""S"": 2810, ""V"": 3046, ""F"": 1980}",8,163.55858206748962,"[[10609, 5, 1383, 3], [98, 98, 186, 0], [183, 62, 494, 3], [13, 1, 1, 3]]",0.4646044862800738,0.2899432278994323,0.2222222222222222,0.2741258741258741,0.9264288521154433,0.35766423357664234,0.35210263720598717,0.2222222222222222,0.5903614457831325,0.3333333333333333,0.25654450261780104,0.16666666666666666
STFT_2D,BILSTM2D_T7_BOTH,WGAN_GP_X5,wgan_gp,"{""config_id"": ""WGAN_GP_X5"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 5}",5001,318885,41694,"{""N"": 33858, ""S"": 2810, ""V"": 3046, ""F"": 1980}",19,264.242506980896,"[[9956, 10, 2029, 5], [116, 58, 208, 0], [196, 27, 518, 1], [9, 1, 4, 4]]",0.4295360638156793,0.26419605499103405,0.24267782426778242,0.26244343891402716,0.8938366925528572,0.24267782426778242,0.29591545272779207,0.2857142857142857,0.6041666666666666,0.4,0.1518324607329843,0.2222222222222222
