,pred_N,pred_S,pred_V,pred_F
true_N,10241.0,14.5,1728.5,16.0
true_S,107.5,77.0,196.5,1.0
true_V,145.0,29.0,564.5,3.5
true_F,8.5,0.0,5.0,4.5
