,pred_N,pred_S,pred_V,pred_F
true_N,10444.5,30.0,1377.5,148.0
true_S,166.0,38.0,174.5,3.5
true_V,79.0,61.0,554.5,47.5
true_F,7.5,0.0,5.5,5.0
