candidate_id,method,source_trial,role,n_runs,screen_Rare_Macro_SF,screen_Macro_F1,screen_Min_Rare_F1,config_json,Macro_F1_mean,Macro_F1_std,Rare_Macro_SF_mean,Rare_Macro_SF_std,Min_Rare_F1_mean,Min_Rare_F1_std,F1_N_mean,F1_N_std,F1_S_mean,F1_S_std,F1_V_mean,F1_V_std,F1_F_mean,F1_F_std,Precision_S_mean,Precision_S_std,Precision_F_mean,Precision_F_std,Recall_S_mean,Recall_S_std,Recall_F_mean,Recall_F_std
CWT_T39_BALANCED,CWT,39,balanced_min_rare,10,0.1505142780230355,0.4061768593370429,0.0791245791245791,"{""method"": ""CWT"", ""image_size"": [128, 160], ""norm_type"": ""linear"", ""clip_pct"": 2, ""wavelet"": ""gaus8"", ""scale_min"": 2.0, ""scale_max"": 130.0, ""scale_type"": ""logarithmic"", ""num_scales"": 80}",0.3643744516770988,0.01627884567102415,0.09021607932114326,0.023032109471490363,0.00867302827500079,0.017105326576663745,0.8912125835877642,0.03072750936344207,0.1717591303672858,0.052084028938723735,0.3858530644783445,0.02088959364594468,0.00867302827500079,0.017105326576663745,0.6319746670403711,0.20592609204800952,0.00515146455233928,0.010350674818966574,0.10471204188481671,0.03631527407798398,0.03333333333333332,0.05972042776517442
SWT_T0_BALANCED,SWT,0,balanced_pareto,10,0.2139594081918428,0.4415207464243522,0.18540051679586564,"{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}",0.3559307677058577,0.02031387755803591,0.05971966384806936,0.04135284819515451,0.028734295724817095,0.036213742614176515,0.8940515234471367,0.02881459418137192,0.05157203625741874,0.04206113443315793,0.41023221968015555,0.05046857611066433,0.06786729143872,0.07656942892260972,0.1959217315619422,0.30773865132059774,0.13140607856045644,0.15806806489171354,0.04895287958115181,0.04768343749567354,0.07222222222222222,0.05885277252618778
