candidate_id,method,source_trial,role,seed,train_subset_seed,n_train,n_val,Macro_F1,Rare_Macro_SF,Min_Rare_F1,F1_N,F1_S,F1_V,F1_F,Precision_S,Precision_F,Recall_S,Recall_F,best_epoch,time_s,config_json
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1001,20260810,4958,13142,0.35102453592151467,0.03683640303358613,0.0,0.8849186454582745,0.07367280606717226,0.44550669216061184,0.0,0.06284658040665435,0.0,0.08900523560209424,0.0,2,55.757755517959595,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1002,20260810,4958,13142,0.33527949273204843,0.024096385542168676,0.0,0.8391707686482393,0.04819277108433735,0.45375443119561715,0.0,0.05673758865248227,0.0,0.041884816753926704,0.0,2,56.03351712226868,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1003,20260810,4958,13142,0.3145195893189985,0.04555638536221061,0.0,0.7266228047453763,0.09111277072442121,0.44034278180619646,0.0,0.06374085684430512,0.0,0.15968586387434555,0.0,14,137.78505516052246,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1004,20260810,4958,13142,0.3176376840852083,0.036943744752308987,0.0,0.7433565004088307,0.07388748950461797,0.4533067464273845,0.0,0.054388133498145856,0.0,0.11518324607329843,0.0,8,98.2779176235199,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1005,20260810,4958,13142,0.34231423389484295,0.009237875288683603,0.0,0.9109024379491248,0.018475750577367205,0.43987874705287977,0.0,0.0784313725490196,0.0,0.010471204188481676,0.0,2,56.106279611587524,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1006,20260810,4958,13142,0.33688835072796003,0.03306516701814679,0.0016142050040355124,0.8354550636519096,0.06451612903225806,0.44596800522363694,0.0016142050040355124,0.05474452554744526,0.000819000819000819,0.07853403141361257,0.05555555555555555,2,55.93496775627136,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1007,20260810,4958,13142,0.30551419006446867,0.03755868544600939,0.0,0.7050397598609721,0.07511737089201878,0.4418996295048838,0.0,0.048411497730711045,0.0,0.16753926701570682,0.0,9,103.66009283065796,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1008,20260810,4958,13142,0.34678614783030876,0.03559263083917789,0.001968503937007874,0.8664393031615817,0.0692167577413479,0.4495200264812976,0.001968503937007874,0.11377245508982035,0.001002004008016032,0.049738219895287955,0.05555555555555555,2,55.388469219207764,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
DWT_T39_BALANCED,DWT,39,balanced_min_rare,1009,20260810,4958,13142,0.3041487194493032,0.03716448726772195,0.0,0.7106802255124085,0.0743289745354439,0.43158567774936063,0.0,0.05042016806722689,0.0,0.14136125654450263,0.0,5,75.9629237651825,"{""method"": ""DWT"", ""image_size"": [160, 256], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym5"", ""level"": 3}"
SWT_T25_RARE,SWT,25,rare_priority,1000,20260810,4958,13142,0.30139122345140934,0.013761467889908258,0.0,0.8244063261503177,0.027522935779816515,0.35363563187550306,0.0,0.1111111111111111,0.0,0.015706806282722512,0.0,2,32.262758016586304,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1001,20260810,4958,13142,0.34169188425207825,0.0,0.0,0.919416327067175,0.0,0.447351209941138,0.0,0.0,0.0,0.0,0.0,1,28.13789439201355,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1002,20260810,4958,13142,0.30535016609560445,0.03333333333333333,0.0,0.82629063993254,0.06666666666666667,0.3284433577832111,0.0,0.03946102021174206,0.0,0.21465968586387435,0.0,6,48.81304311752319,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1003,20260810,4958,13142,0.31801799380380147,0.0,0.0,0.8909156582987178,0.0,0.3811563169164882,0.0,0.0,0.0,0.0,0.0,1,28.127691745758057,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1004,20260810,4958,13142,0.30596124899881205,0.03157063930544594,0.0,0.7765440666204025,0.06314127861089187,0.38415965076395386,0.0,0.04519774011299435,0.0,0.10471204188481675,0.0,3,36.44569778442383,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1005,20260810,4958,13142,0.32464615968988697,0.024384188405540085,0.011385199240986717,0.8965667860574823,0.037383177570093455,0.3532494758909853,0.011385199240986717,0.17391304347826086,0.005791505791505791,0.020942408376963352,0.3333333333333333,2,32.51514744758606,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1006,20260810,4958,13142,0.3121158887885384,0.03727144866385373,0.0,0.8046308305711678,0.07454289732770746,0.3692898272552783,0.0,0.04305442729488221,0.0,0.2774869109947644,0.0,3,36.08471202850342,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1007,20260810,4958,13142,0.3367973318878171,0.0,0.0,0.9143108762659621,0.0,0.4328784512853063,0.0,0.0,0.0,0.0,0.0,1,28.57935118675232,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1008,20260810,4958,13142,0.33911557788944724,0.0,0.0,0.9604824120603015,0.0,0.39597989949748746,0.0,0.0,0.0,0.0,0.0,1,28.351239442825317,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
SWT_T25_RARE,SWT,25,rare_priority,1009,20260810,4958,13142,0.3319387801702448,0.0,0.0,0.914564044056343,0.0,0.4131910766246363,0.0,0.0,0.0,0.0,0.0,1,28.424811363220215,"{""method"": ""SWT"", ""image_size"": [96, 128], ""norm_type"": ""linear"", ""clip_pct"": 1, ""wavelet"": ""sym5"", ""level"": 2}"
