rank_within_representation,representation,config_id,family,n_seeds,n_train_samples,n_parameters,best_epoch_mean,time_s_mean,config_json,Macro_F1_mean,Macro_F1_std,Macro_F1_ci95_low,Macro_F1_ci95_high,Rare_Macro_SF_mean,Rare_Macro_SF_std,Rare_Macro_SF_ci95_low,Rare_Macro_SF_ci95_high,Min_Rare_F1_mean,Min_Rare_F1_std,Min_Rare_F1_ci95_low,Min_Rare_F1_ci95_high,Rare_HMean_SF_mean,Rare_HMean_SF_std,Rare_HMean_SF_ci95_low,Rare_HMean_SF_ci95_high,F1_N_mean,F1_N_std,F1_N_ci95_low,F1_N_ci95_high,F1_S_mean,F1_S_std,F1_S_ci95_low,F1_S_ci95_high,F1_V_mean,F1_V_std,F1_V_ci95_low,F1_V_ci95_high,F1_F_mean,F1_F_std,F1_F_ci95_low,F1_F_ci95_high,Precision_S_mean,Precision_S_std,Precision_S_ci95_low,Precision_S_ci95_high,Precision_F_mean,Precision_F_std,Precision_F_ci95_low,Precision_F_ci95_high,Recall_S_mean,Recall_S_std,Recall_S_ci95_low,Recall_S_ci95_high,Recall_F_mean,Recall_F_std,Recall_F_ci95_low,Recall_F_ci95_high,selection_status,selection_rule
1,RAW_1D,FOCAL_A025_G3,focal,10,37862,328228,9.8,188.05483677387238,"{""alpha_power"": 0.25, ""config_id"": ""FOCAL_A025_G3"", ""family"": ""focal"", ""gamma"": 3.0, ""kind"": ""focal""}",0.4347900011263177,0.038058213258750834,0.4075647954420933,0.46201520681054215,0.16037722089556786,0.02829317885526872,0.1401375000090881,0.18061694178204762,0.13356749986117505,0.030070954418216462,0.11205603494844332,0.15507896477390679,0.1545831221313103,0.028811930911325393,0.13397230837903476,0.17519393588358587,0.9386834771051517,0.019817907204595652,0.924506600324108,0.9528603538861953,0.17622204705871738,0.044502259962482735,0.14438704806246694,0.20805704605496783,0.47972208560898366,0.11331131139837418,0.3986640564735614,0.5607801147444059,0.14453239473241827,0.03366273602124134,0.12045152404516082,0.16861326541967572,0.5703471635282433,0.15847216671035005,0.4569830046650589,0.6837113223914277,0.11720447487295313,0.057641410970568484,0.0759702934642449,0.15843865628166137,0.1068062827225131,0.03069767845381503,0.08484648644276704,0.12876607900225914,0.2611111111111112,0.08705673535957896,0.19883447425883705,0.3233877479633853,final_DS1,max mean Min_Rare_F1; tie-break mean Rare_Macro_SF; then mean Macro_F1
1,STFT_2D,WGAN_GP_X5,wgan_gp,10,41694,318885,11.1,202.70885994434357,"{""config_id"": ""WGAN_GP_X5"", ""family"": ""wgan_gp"", ""kind"": ""wgan_gp"", ""wgan_factor"": 5}",0.47122359038415507,0.030701152828222143,0.4492613086866829,0.49318587208162723,0.294700704555403,0.022877070810824147,0.27833543396209565,0.3110659751487103,0.2592659594803058,0.030025353251147826,0.23778711567735772,0.28074480328325385,0.2892825273148737,0.023428766148566774,0.2725225976517106,0.3060424569780368,0.9191434284955907,0.02620615054714585,0.9003966777223198,0.9378901792688616,0.32978288552793605,0.030375901438696614,0.30805327465814325,0.35151249639772886,0.3763495239302236,0.07977447230282309,0.3192823042468235,0.43341674361362365,0.2596185235828699,0.03062586274804079,0.23771010116420788,0.28152694600153194,0.6806541299652851,0.09766928723914954,0.6107857308358006,0.7505225290947696,0.3320265407107512,0.10756610122129803,0.25507838735185484,0.4089746940696476,0.21937172774869113,0.025344496503396943,0.2012413671461888,0.23750208835119346,0.22777777777777777,0.040992488187367886,0.19845351825929872,0.25710203729625686,final_DS1,max mean Min_Rare_F1; tie-break mean Rare_Macro_SF; then mean Macro_F1
