number,values_0,values_1,datetime_start,datetime_complete,duration,params_clip_pct,params_cwt_wavelet,params_image_size,params_norm_type,params_num_scales,params_scale_min,params_scale_span,params_scale_type,user_attrs_F1_F,user_attrs_F1_N,user_attrs_F1_S,user_attrs_F1_V,user_attrs_Recall_F,user_attrs_Recall_S,user_attrs_best_epoch_median,user_attrs_config,user_attrs_macro_f1_mean,user_attrs_macro_f1_std,user_attrs_min_rare_f1_mean,user_attrs_min_rare_f1_std,user_attrs_preprocessing_seconds,user_attrs_rare_macro_sf_mean,user_attrs_rare_macro_sf_std,user_attrs_run_results,user_attrs_total_seconds,user_attrs_training_seconds,system_attrs_NSGAIISampler:generation,state
93,0.21475270639376773,0.41323150890405397,2026-08-10 13:36:20.935547,2026-08-10 13:37:59.117393,0 days 00:01:38.181846,1,gaus8,160x160,sqrt,64,1.0,16,linear,0.0,0.5565341356743513,0.42950541278753546,0.6668864871543292,0.0,0.2897033158813263,6.0,"{'method': 'CWT', 'image_size': [160, 160], 'norm_type': 'sqrt', 'clip_pct': 1, 'wavelet': 'gaus8', 'scale_min': 1.0, 'scale_max': 17.0, 'scale_type': 'linear', 'num_scales': 64}",0.41323150890405397,0.042255517635466165,0.0,0.0,15.029747247695923,0.21475270639376773,0.07334213327046567,"[{'seed': 42, 'Macro_F1': 0.4137804838511414, 'Rare_Macro_SF': 0.21442885771543085, 'Min_Rare_F1': 0.0, 'F1_N': 0.5344995140913509, 'F1_S': 0.4288577154308617, 'F1_V': 0.691764705882353, 'F1_F': 0.0, 'Recall_S': 0.2801047120418848, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.3707041784430639, 'Rare_Macro_SF': 0.14157303370786517, 'Min_Rare_F1': 0.0, 'F1_N': 0.5714285714285714, 'F1_S': 0.28314606741573034, 'F1_V': 0.6282420749279539, 'F1_F': 0.0, 'Recall_S': 0.1649214659685864, 'Recall_F': 0.0, 'best_epoch': 6}, {'seed': 44, 'Macro_F1': 0.45520986441795663, 'Rare_Macro_SF': 0.28825622775800713, 'Min_Rare_F1': 0.0, 'F1_N': 0.5636743215031316, 'F1_S': 0.5765124555160143, 'F1_V': 0.6806526806526807, 'F1_F': 0.0, 'Recall_S': 0.42408376963350786, 'Recall_F': 0.0, 'best_epoch': 8}]",97.83805656433105,82.68339490890503,5,COMPLETE
90,0.21073142460975158,0.41558133747622955,2026-08-10 13:31:41.333688,2026-08-10 13:33:08.969233,0 days 00:01:27.635545,1,gaus8,160x160,sqrt,64,2.0,16,linear,0.0,0.5656908323489733,0.42146284921950317,0.6751716683364416,0.0,0.28097731239092494,4.0,"{'method': 'CWT', 'image_size': [160, 160], 'norm_type': 'sqrt', 'clip_pct': 1, 'wavelet': 'gaus8', 'scale_min': 2.0, 'scale_max': 18.0, 'scale_type': 'linear', 'num_scales': 64}",0.41558133747622955,0.009705338734579232,0.0,0.0,15.211515426635742,0.21073142460975158,0.027290442868755194,"[{'seed': 42, 'Macro_F1': 0.4225165122431165, 'Rare_Macro_SF': 0.23574144486692014, 'Min_Rare_F1': 0.0, 'F1_N': 0.5441039925719592, 'F1_S': 0.4714828897338403, 'F1_V': 0.6744791666666666, 'F1_F': 0.0, 'Recall_S': 0.32460732984293195, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.40449002966457814, 'Rare_Macro_SF': 0.18162393162393162, 'Min_Rare_F1': 0.0, 'F1_N': 0.6039488966318235, 'F1_S': 0.36324786324786323, 'F1_V': 0.6507633587786259, 'F1_F': 0.0, 'Recall_S': 0.22251308900523561, 'Recall_F': 0.0, 'best_epoch': 8}, {'seed': 44, 'Macro_F1': 0.419737470520994, 'Rare_Macro_SF': 0.21482889733840305, 'Min_Rare_F1': 0.0, 'F1_N': 0.5490196078431373, 'F1_S': 0.4296577946768061, 'F1_V': 0.7002724795640327, 'F1_F': 0.0, 'Recall_S': 0.29581151832460734, 'Recall_F': 0.0, 'best_epoch': 2}]",87.26962685585022,71.93131732940674,5,COMPLETE
94,0.20877884300776506,0.40550305704182393,2026-08-10 13:37:59.368512,2026-08-10 13:39:28.454384,0 days 00:01:29.085872,4,gaus8,160x160,sqrt,64,1.0,16,logarithmic,0.0,0.5240732707538222,0.4175576860155301,0.6803812713979437,0.0,0.3010471204188481,4.0,"{'method': 'CWT', 'image_size': [160, 160], 'norm_type': 'sqrt', 'clip_pct': 4, 'wavelet': 'gaus8', 'scale_min': 1.0, 'scale_max': 17.0, 'scale_type': 'logarithmic', 'num_scales': 64}",0.40550305704182393,0.06379305136458632,0.0,0.0,14.233374834060669,0.20877884300776506,0.10161926384324689,"[{'seed': 42, 'Macro_F1': 0.3768123580742043, 'Rare_Macro_SF': 0.14473684210526316, 'Min_Rare_F1': 0.0, 'F1_N': 0.5323590814196242, 'F1_S': 0.2894736842105263, 'F1_V': 0.6854166666666667, 'F1_F': 0.0, 'Recall_S': 0.17277486910994763, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.361093098280618, 'Rare_Macro_SF': 0.15565031982942432, 'Min_Rare_F1': 0.0, 'F1_N': 0.49089165867689355, 'F1_S': 0.31130063965884863, 'F1_V': 0.6421800947867299, 'F1_F': 0.0, 'Recall_S': 0.19109947643979058, 'Recall_F': 0.0, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.47860371477064956, 'Rare_Macro_SF': 0.3259493670886076, 'Min_Rare_F1': 0.0, 'F1_N': 0.5489690721649485, 'F1_S': 0.6518987341772152, 'F1_V': 0.7135470527404343, 'F1_F': 0.0, 'Recall_S': 0.5392670157068062, 'Recall_F': 0.0, 'best_epoch': 8}]",88.78630018234253,74.4237654209137,5,COMPLETE
99,0.20877884300776506,0.40550305704182393,2026-08-10 13:45:16.162069,2026-08-10 13:46:44.983598,0 days 00:01:28.821529,4,gaus8,160x160,sqrt,64,1.0,16,logarithmic,0.0,0.5240732707538222,0.4175576860155301,0.6803812713979437,0.0,0.3010471204188481,4.0,"{'method': 'CWT', 'image_size': [160, 160], 'norm_type': 'sqrt', 'clip_pct': 4, 'wavelet': 'gaus8', 'scale_min': 1.0, 'scale_max': 17.0, 'scale_type': 'logarithmic', 'num_scales': 64}",0.40550305704182393,0.06379305136458632,0.0,0.0,13.89164662361145,0.20877884300776506,0.10161926384324689,"[{'seed': 42, 'Macro_F1': 0.3768123580742043, 'Rare_Macro_SF': 0.14473684210526316, 'Min_Rare_F1': 0.0, 'F1_N': 0.5323590814196242, 'F1_S': 0.2894736842105263, 'F1_V': 0.6854166666666667, 'F1_F': 0.0, 'Recall_S': 0.17277486910994763, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.361093098280618, 'Rare_Macro_SF': 0.15565031982942432, 'Min_Rare_F1': 0.0, 'F1_N': 0.49089165867689355, 'F1_S': 0.31130063965884863, 'F1_V': 0.6421800947867299, 'F1_F': 0.0, 'Recall_S': 0.19109947643979058, 'Recall_F': 0.0, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.47860371477064956, 'Rare_Macro_SF': 0.3259493670886076, 'Min_Rare_F1': 0.0, 'F1_N': 0.5489690721649485, 'F1_S': 0.6518987341772152, 'F1_V': 0.7135470527404343, 'F1_F': 0.0, 'Recall_S': 0.5392670157068062, 'Recall_F': 0.0, 'best_epoch': 8}]",88.49617910385132,74.47584915161133,5,COMPLETE
2,0.2073980491343098,0.40755599969186046,2026-08-10 10:44:58.473362,2026-08-10 10:46:57.243294,0 days 00:01:58.769932,4,gaus8,160x192,sqrt,48,1.0,16,linear,0.0,0.562913533132902,0.4147960982686196,0.6525143673659201,0.0,0.27486910994764396,8.0,"{'method': 'CWT', 'image_size': [160, 192], 'norm_type': 'sqrt', 'clip_pct': 4, 'wavelet': 'gaus8', 'scale_min': 1.0, 'scale_max': 17.0, 'scale_type': 'linear', 'num_scales': 48}",0.40755599969186046,0.050041387456057795,0.0,0.0,13.330236673355103,0.2073980491343098,0.0737356332102542,"[{'seed': 42, 'Macro_F1': 0.37500294592384775, 'Rare_Macro_SF': 0.1609442060085837, 'Min_Rare_F1': 0.0, 'F1_N': 0.5081967213114754, 'F1_S': 0.3218884120171674, 'F1_V': 0.6699266503667481, 'F1_F': 0.0, 'Recall_S': 0.19633507853403143, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.38248806532275625, 'Rare_Macro_SF': 0.16883116883116883, 'Min_Rare_F1': 0.0, 'F1_N': 0.5919075144508671, 'F1_S': 0.33766233766233766, 'F1_V': 0.6003824091778203, 'F1_F': 0.0, 'Recall_S': 0.20418848167539266, 'Recall_F': 0.0, 'best_epoch': 11}, {'seed': 44, 'Macro_F1': 0.46517698782897726, 'Rare_Macro_SF': 0.2924187725631769, 'Min_Rare_F1': 0.0, 'F1_N': 0.5886363636363636, 'F1_S': 0.5848375451263538, 'F1_V': 0.6872340425531915, 'F1_F': 0.0, 'Recall_S': 0.42408376963350786, 'Recall_F': 0.0, 'best_epoch': 8}]",118.4685378074646,105.01860094070435,0,COMPLETE
84,0.2073980491343098,0.40755599969186046,2026-08-10 13:21:10.338684,2026-08-10 13:23:09.562208,0 days 00:01:59.223524,4,gaus8,160x192,sqrt,48,1.0,16,linear,0.0,0.562913533132902,0.4147960982686196,0.6525143673659201,0.0,0.27486910994764396,8.0,"{'method': 'CWT', 'image_size': [160, 192], 'norm_type': 'sqrt', 'clip_pct': 4, 'wavelet': 'gaus8', 'scale_min': 1.0, 'scale_max': 17.0, 'scale_type': 'linear', 'num_scales': 48}",0.40755599969186046,0.050041387456057795,0.0,0.0,13.494612216949463,0.2073980491343098,0.0737356332102542,"[{'seed': 42, 'Macro_F1': 0.37500294592384775, 'Rare_Macro_SF': 0.1609442060085837, 'Min_Rare_F1': 0.0, 'F1_N': 0.5081967213114754, 'F1_S': 0.3218884120171674, 'F1_V': 0.6699266503667481, 'F1_F': 0.0, 'Recall_S': 0.19633507853403143, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.38248806532275625, 'Rare_Macro_SF': 0.16883116883116883, 'Min_Rare_F1': 0.0, 'F1_N': 0.5919075144508671, 'F1_S': 0.33766233766233766, 'F1_V': 0.6003824091778203, 'F1_F': 0.0, 'Recall_S': 0.20418848167539266, 'Recall_F': 0.0, 'best_epoch': 11}, {'seed': 44, 'Macro_F1': 0.46517698782897726, 'Rare_Macro_SF': 0.2924187725631769, 'Min_Rare_F1': 0.0, 'F1_N': 0.5886363636363636, 'F1_S': 0.5848375451263538, 'F1_V': 0.6872340425531915, 'F1_F': 0.0, 'Recall_S': 0.42408376963350786, 'Recall_F': 0.0, 'best_epoch': 8}]",118.89799904823303,105.27976894378662,4,COMPLETE
22,0.2069221036579573,0.4149743483995661,2026-08-10 11:25:47.434138,2026-08-10 11:27:29.593931,0 days 00:01:42.159793,1,gaus8,160x192,sqrt,48,1.0,16,logarithmic,0.0,0.6049493054388793,0.4138442073159146,0.6411038808434705,0.0,0.280977312390925,5.0,"{'method': 'CWT', 'image_size': [160, 192], 'norm_type': 'sqrt', 'clip_pct': 1, 'wavelet': 'gaus8', 'scale_min': 1.0, 'scale_max': 17.0, 'scale_type': 'logarithmic', 'num_scales': 48}",0.4149743483995661,0.05069311609263349,0.0,0.0,12.79259181022644,0.2069221036579573,0.08318528061223633,"[{'seed': 42, 'Macro_F1': 0.4661063217312111, 'Rare_Macro_SF': 0.2877442273534636, 'Min_Rare_F1': 0.0, 'F1_N': 0.6102941176470589, 'F1_S': 0.5754884547069272, 'F1_V': 0.6786427145708582, 'F1_F': 0.0, 'Recall_S': 0.42408376963350786, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.3647317939701713, 'Rare_Macro_SF': 0.12155963302752294, 'Min_Rare_F1': 0.0, 'F1_N': 0.6009732360097324, 'F1_S': 0.24311926605504589, 'F1_V': 0.6148346738159071, 'F1_F': 0.0, 'Recall_S': 0.1387434554973822, 'Recall_F': 0.0, 'best_epoch': 5}, {'seed': 44, 'Macro_F1': 0.4140849294973159, 'Rare_Macro_SF': 0.21146245059288538, 'Min_Rare_F1': 0.0, 'F1_N': 0.6035805626598465, 'F1_S': 0.42292490118577075, 'F1_V': 0.6298342541436464, 'F1_F': 0.0, 'Recall_S': 0.2801047120418848, 'Recall_F': 0.0, 'best_epoch': 6}]",101.8561749458313,88.94842052459717,1,COMPLETE
36,0.20500623547745378,0.39568462061806625,2026-08-10 11:49:28.425219,2026-08-10 11:52:26.733558,0 days 00:02:58.308339,4,gaus8,224x256,linear,64,4.0,16,logarithmic,0.017094017094017092,0.5713985193620301,0.39291845386089047,0.6013274921553275,0.018518518518518517,0.25218150087260033,4.0,"{'method': 'CWT', 'image_size': [224, 256], 'norm_type': 'linear', 'clip_pct': 4, 'wavelet': 'gaus8', 'scale_min': 4.0, 'scale_max': 20.0, 'scale_type': 'logarithmic', 'num_scales': 64}",0.39568462061806625,0.018683310065531415,0.017094017094017092,0.029607706112288502,16.85120677947998,0.20500623547745378,0.024720752575907733,"[{'seed': 42, 'Macro_F1': 0.3765398404301256, 'Rare_Macro_SF': 0.1777301927194861, 'Min_Rare_F1': 0.0, 'F1_N': 0.5674518201284796, 'F1_S': 0.3554603854389722, 'F1_V': 0.5832471561530507, 'F1_F': 0.0, 'Recall_S': 0.21727748691099477, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.4138694504750401, 'Rare_Macro_SF': 0.22593320235756384, 'Min_Rare_F1': 0.0, 'F1_N': 0.5733333333333334, 'F1_S': 0.4518664047151277, 'F1_V': 0.6302780638516993, 'F1_F': 0.0, 'Recall_S': 0.3010471204188482, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 44, 'Macro_F1': 0.3966445709490332, 'Rare_Macro_SF': 0.21135531135531135, 'Min_Rare_F1': 0.05128205128205128, 'F1_N': 0.5734104046242775, 'F1_S': 0.37142857142857144, 'F1_V': 0.5904572564612326, 'F1_F': 0.05128205128205128, 'Recall_S': 0.23821989528795812, 'Recall_F': 0.05555555555555555, 'best_epoch': 7}]",178.00788378715515,161.0379672050476,2,COMPLETE
87,0.20500623547745378,0.39568462061806625,2026-08-10 13:26:02.119438,2026-08-10 13:29:01.116099,0 days 00:02:58.996661,4,gaus8,224x256,linear,64,4.0,16,logarithmic,0.017094017094017092,0.5713985193620301,0.39291845386089047,0.6013274921553275,0.018518518518518517,0.25218150087260033,4.0,"{'method': 'CWT', 'image_size': [224, 256], 'norm_type': 'linear', 'clip_pct': 4, 'wavelet': 'gaus8', 'scale_min': 4.0, 'scale_max': 20.0, 'scale_type': 'logarithmic', 'num_scales': 64}",0.39568462061806625,0.018683310065531415,0.017094017094017092,0.029607706112288502,17.146559953689575,0.20500623547745378,0.024720752575907733,"[{'seed': 42, 'Macro_F1': 0.3765398404301256, 'Rare_Macro_SF': 0.1777301927194861, 'Min_Rare_F1': 0.0, 'F1_N': 0.5674518201284796, 'F1_S': 0.3554603854389722, 'F1_V': 0.5832471561530507, 'F1_F': 0.0, 'Recall_S': 0.21727748691099477, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.4138694504750401, 'Rare_Macro_SF': 0.22593320235756384, 'Min_Rare_F1': 0.0, 'F1_N': 0.5733333333333334, 'F1_S': 0.4518664047151277, 'F1_V': 0.6302780638516993, 'F1_F': 0.0, 'Recall_S': 0.3010471204188482, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 44, 'Macro_F1': 0.3966445709490332, 'Rare_Macro_SF': 0.21135531135531135, 'Min_Rare_F1': 0.05128205128205128, 'F1_N': 0.5734104046242775, 'F1_S': 0.37142857142857144, 'F1_V': 0.5904572564612326, 'F1_F': 0.05128205128205128, 'Recall_S': 0.23821989528795812, 'Recall_F': 0.05555555555555555, 'best_epoch': 7}]",178.65479397773743,161.38358163833618,4,COMPLETE
3,0.18089059586415104,0.4091057077663982,2026-08-10 10:46:57.444516,2026-08-10 10:49:15.758258,0 days 00:02:18.313742,2,gaus8,224x256,log1p,80,2.0,16,logarithmic,0.027777777777777776,0.5492215901908735,0.33400341395052435,0.7254200491464177,0.018518518518518517,0.262652705061082,2.0,"{'method': 'CWT', 'image_size': [224, 256], 'norm_type': 'log1p', 'clip_pct': 2, 'wavelet': 'gaus8', 'scale_min': 2.0, 'scale_max': 18.0, 'scale_type': 'logarithmic', 'num_scales': 80}",0.4091057077663982,0.061549288423416615,0.027777777777777776,0.048112522432468816,18.5214364528656,0.18089059586415104,0.1443635129768671,"[{'seed': 42, 'Macro_F1': 0.4738379651684234, 'Rare_Macro_SF': 0.3060523587350959, 'Min_Rare_F1': 0.08333333333333333, 'F1_N': 0.5642775881683731, 'F1_S': 0.5287713841368584, 'F1_V': 0.7189695550351288, 'F1_F': 0.08333333333333333, 'Recall_S': 0.44502617801047123, 'Recall_F': 0.05555555555555555, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.35133060340406874, 'Rare_Macro_SF': 0.02295918367346939, 'Min_Rare_F1': 0.0, 'F1_N': 0.5784982935153583, 'F1_S': 0.04591836734693878, 'F1_V': 0.780905752753978, 'F1_F': 0.0, 'Recall_S': 0.02356020942408377, 'Recall_F': 0.0, 'best_epoch': 2}, {'seed': 44, 'Macro_F1': 0.40214855472670263, 'Rare_Macro_SF': 0.2136602451838879, 'Min_Rare_F1': 0.0, 'F1_N': 0.5048888888888889, 'F1_S': 0.4273204903677758, 'F1_V': 0.6763848396501457, 'F1_F': 0.0, 'Recall_S': 0.3193717277486911, 'Recall_F': 0.0, 'best_epoch': 2}]",138.0149805545807,119.37000107765198,0,COMPLETE
20,0.18089059586415104,0.4091057077663982,2026-08-10 11:19:58.652220,2026-08-10 11:22:16.484124,0 days 00:02:17.831904,2,gaus8,224x256,log1p,80,2.0,16,logarithmic,0.027777777777777776,0.5492215901908735,0.33400341395052435,0.7254200491464177,0.018518518518518517,0.262652705061082,2.0,"{'method': 'CWT', 'image_size': [224, 256], 'norm_type': 'log1p', 'clip_pct': 2, 'wavelet': 'gaus8', 'scale_min': 2.0, 'scale_max': 18.0, 'scale_type': 'logarithmic', 'num_scales': 80}",0.4091057077663982,0.061549288423416615,0.027777777777777776,0.048112522432468816,17.97257113456726,0.18089059586415104,0.1443635129768671,"[{'seed': 42, 'Macro_F1': 0.4738379651684234, 'Rare_Macro_SF': 0.3060523587350959, 'Min_Rare_F1': 0.08333333333333333, 'F1_N': 0.5642775881683731, 'F1_S': 0.5287713841368584, 'F1_V': 0.7189695550351288, 'F1_F': 0.08333333333333333, 'Recall_S': 0.44502617801047123, 'Recall_F': 0.05555555555555555, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.35133060340406874, 'Rare_Macro_SF': 0.02295918367346939, 'Min_Rare_F1': 0.0, 'F1_N': 0.5784982935153583, 'F1_S': 0.04591836734693878, 'F1_V': 0.780905752753978, 'F1_F': 0.0, 'Recall_S': 0.02356020942408377, 'Recall_F': 0.0, 'best_epoch': 2}, {'seed': 44, 'Macro_F1': 0.40214855472670263, 'Rare_Macro_SF': 0.2136602451838879, 'Min_Rare_F1': 0.0, 'F1_N': 0.5048888888888889, 'F1_S': 0.4273204903677758, 'F1_V': 0.6763848396501457, 'F1_F': 0.0, 'Recall_S': 0.3193717277486911, 'Recall_F': 0.0, 'best_epoch': 2}]",137.54268097877502,119.45572304725647,1,COMPLETE
54,0.18089059586415104,0.4091057077663982,2026-08-10 12:23:53.990593,2026-08-10 12:26:11.953255,0 days 00:02:17.962662,2,gaus8,224x256,log1p,80,2.0,16,logarithmic,0.027777777777777776,0.5492215901908735,0.33400341395052435,0.7254200491464177,0.018518518518518517,0.262652705061082,2.0,"{'method': 'CWT', 'image_size': [224, 256], 'norm_type': 'log1p', 'clip_pct': 2, 'wavelet': 'gaus8', 'scale_min': 2.0, 'scale_max': 18.0, 'scale_type': 'logarithmic', 'num_scales': 80}",0.4091057077663982,0.061549288423416615,0.027777777777777776,0.048112522432468816,18.13520908355713,0.18089059586415104,0.1443635129768671,"[{'seed': 42, 'Macro_F1': 0.4738379651684234, 'Rare_Macro_SF': 0.3060523587350959, 'Min_Rare_F1': 0.08333333333333333, 'F1_N': 0.5642775881683731, 'F1_S': 0.5287713841368584, 'F1_V': 0.7189695550351288, 'F1_F': 0.08333333333333333, 'Recall_S': 0.44502617801047123, 'Recall_F': 0.05555555555555555, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.35133060340406874, 'Rare_Macro_SF': 0.02295918367346939, 'Min_Rare_F1': 0.0, 'F1_N': 0.5784982935153583, 'F1_S': 0.04591836734693878, 'F1_V': 0.780905752753978, 'F1_F': 0.0, 'Recall_S': 0.02356020942408377, 'Recall_F': 0.0, 'best_epoch': 2}, {'seed': 44, 'Macro_F1': 0.40214855472670263, 'Rare_Macro_SF': 0.2136602451838879, 'Min_Rare_F1': 0.0, 'F1_N': 0.5048888888888889, 'F1_S': 0.4273204903677758, 'F1_V': 0.6763848396501457, 'F1_F': 0.0, 'Recall_S': 0.3193717277486911, 'Recall_F': 0.0, 'best_epoch': 2}]",137.63955950737,119.37538766860962,3,COMPLETE
96,0.17447682079308072,0.3853263352188596,2026-08-10 13:41:10.823582,2026-08-10 13:42:51.664978,0 days 00:01:40.841396,5,gaus8,160x192,linear,80,6.0,16,logarithmic,0.024691358024691357,0.5788469602381898,0.3242622835614701,0.6135047390510874,0.018518518518518517,0.19720767888307156,4.0,"{'method': 'CWT', 'image_size': [160, 192], 'norm_type': 'linear', 'clip_pct': 5, 'wavelet': 'gaus8', 'scale_min': 6.0, 'scale_max': 22.0, 'scale_type': 'logarithmic', 'num_scales': 80}",0.3853263352188596,0.008001951716444003,0.024691358024691357,0.042766686606638946,17.982367038726807,0.17447682079308072,0.033926027967102645,"[{'seed': 42, 'Macro_F1': 0.3872192417361371, 'Rare_Macro_SF': 0.17025862068965517, 'Min_Rare_F1': 0.0, 'F1_N': 0.6115107913669064, 'F1_S': 0.34051724137931033, 'F1_V': 0.5968489341983317, 'F1_F': 0.0, 'Recall_S': 0.20680628272251309, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.3765476466496638, 'Rare_Macro_SF': 0.14285714285714285, 'Min_Rare_F1': 0.0, 'F1_N': 0.6090225563909775, 'F1_S': 0.2857142857142857, 'F1_V': 0.6114537444933921, 'F1_F': 0.0, 'Recall_S': 0.16753926701570682, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 44, 'Macro_F1': 0.392212117270778, 'Rare_Macro_SF': 0.21031469883244414, 'Min_Rare_F1': 0.07407407407407407, 'F1_N': 0.5160075329566854, 'F1_S': 0.3465553235908142, 'F1_V': 0.6322115384615384, 'F1_F': 0.07407407407407407, 'Recall_S': 0.21727748691099477, 'Recall_F': 0.05555555555555555, 'best_epoch': 2}]",100.53101468086243,82.42994737625122,5,COMPLETE
59,0.16438543653706109,0.4086690847723713,2026-08-10 12:33:04.205385,2026-08-10 12:34:33.738825,0 days 00:01:29.533440,2,gaus8,160x192,linear,80,2.0,96,logarithmic,0.043478260869565216,0.6016891964679562,0.2852926122045569,0.7042162695474069,0.05555555555555555,0.17277486910994763,3.0,"{'method': 'CWT', 'image_size': [160, 192], 'norm_type': 'linear', 'clip_pct': 2, 'wavelet': 'gaus8', 'scale_min': 2.0, 'scale_max': 98.0, 'scale_type': 'logarithmic', 'num_scales': 80}",0.4086690847723713,0.04134593830246756,0.043478260869565216,0.07530655685082076,19.871992826461792,0.16438543653706109,0.06530374344079233,"[{'seed': 42, 'Macro_F1': 0.41807242838845243, 'Rare_Macro_SF': 0.1649048625792812, 'Min_Rare_F1': 0.0, 'F1_N': 0.5681528662420382, 'F1_S': 0.3298097251585624, 'F1_V': 0.7743271221532091, 'F1_F': 0.0, 'Recall_S': 0.20418848167539266, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.44450343966577105, 'Rare_Macro_SF': 0.2294279176201373, 'Min_Rare_F1': 0.13043478260869565, 'F1_N': 0.6219512195121951, 'F1_S': 0.32842105263157895, 'F1_V': 0.6972067039106146, 'F1_F': 0.13043478260869565, 'Recall_S': 0.20418848167539266, 'Recall_F': 0.16666666666666666, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.3634313862628904, 'Rare_Macro_SF': 0.0988235294117647, 'Min_Rare_F1': 0.0, 'F1_N': 0.614963503649635, 'F1_S': 0.1976470588235294, 'F1_V': 0.6411149825783972, 'F1_F': 0.0, 'Recall_S': 0.1099476439790576, 'Recall_F': 0.0, 'best_epoch': 2}]",89.23961567878723,69.24690127372742,3,COMPLETE
71,0.16366698050055223,0.43761132188156227,2026-08-10 12:56:32.125632,2026-08-10 12:58:12.728290,0 days 00:01:40.602658,1,mexh,128x160,sqrt,96,6.0,32,logarithmic,0.3016304347826087,0.6476441037395649,0.025703526218495764,0.7754672227855798,0.35185185185185186,0.013089005235602094,9.0,"{'method': 'CWT', 'image_size': [128, 160], 'norm_type': 'sqrt', 'clip_pct': 1, 'wavelet': 'mexh', 'scale_min': 6.0, 'scale_max': 38.0, 'scale_type': 'logarithmic', 'num_scales': 96}",0.43761132188156227,0.023082909075945676,0.025703526218495764,0.015252144063863991,20.89286994934082,0.16366698050055223,0.047266138412770727,"[{'seed': 42, 'Macro_F1': 0.4534715193308323, 'Rare_Macro_SF': 0.20796035805626598, 'Min_Rare_F1': 0.04092071611253197, 'F1_N': 0.6348884381338742, 'F1_S': 0.04092071611253197, 'F1_V': 0.7630769230769231, 'F1_F': 0.375, 'Recall_S': 0.020942408376963352, 'Recall_F': 0.5, 'best_epoch': 9}, {'seed': 43, 'Macro_F1': 0.41112963847903516, 'Rare_Macro_SF': 0.11390398550724637, 'Min_Rare_F1': 0.010416666666666666, 'F1_N': 0.6362735381565907, 'F1_S': 0.010416666666666666, 'F1_V': 0.7804370447450573, 'F1_F': 0.21739130434782608, 'Recall_S': 0.005235602094240838, 'Recall_F': 0.2777777777777778, 'best_epoch': 9}, {'seed': 44, 'Macro_F1': 0.44823280783481945, 'Rare_Macro_SF': 0.16913659793814434, 'Min_Rare_F1': 0.02577319587628866, 'F1_N': 0.6717703349282297, 'F1_S': 0.02577319587628866, 'F1_V': 0.7828877005347593, 'F1_F': 0.3125, 'Recall_S': 0.013089005235602094, 'Recall_F': 0.2777777777777778, 'best_epoch': 9}]",100.30780076980591,79.29612612724304,3,COMPLETE
