number,values_0,values_1,datetime_start,datetime_complete,duration,params_clip_pct,params_image_size,params_norm_type,params_swt_level,params_swt_wavelet,user_attrs_F1_F,user_attrs_F1_N,user_attrs_F1_S,user_attrs_F1_V,user_attrs_Recall_F,user_attrs_Recall_S,user_attrs_best_epoch_median,user_attrs_config,user_attrs_macro_f1_mean,user_attrs_macro_f1_std,user_attrs_min_rare_f1_mean,user_attrs_min_rare_f1_std,user_attrs_preprocessing_seconds,user_attrs_rare_macro_sf_mean,user_attrs_rare_macro_sf_std,user_attrs_run_results,user_attrs_total_seconds,user_attrs_training_seconds,system_attrs_NSGAIISampler:generation,state
7,0.15633344087375217,0.38397618177515574,2026-08-10 15:16:55.072576,2026-08-10 15:18:30.550306,0 days 00:01:35.477730,5,160x160,linear,2,sym5,0.03508771929824561,0.5432896056112478,0.27757916244925873,0.6799482397418708,0.037037037037037035,0.181500872600349,7.0,"{'method': 'SWT', 'image_size': [160, 160], 'norm_type': 'linear', 'clip_pct': 5, 'wavelet': 'sym5', 'level': 2}",0.38397618177515574,0.010583805687579058,0.03508771929824561,0.06077371254627639,3.32722806930542,0.15633344087375217,0.01274070887676003,"[{'seed': 42, 'Macro_F1': 0.385280194577528, 'Rare_Macro_SF': 0.1431451612903226, 'Min_Rare_F1': 0.0, 'F1_N': 0.5612134344528711, 'F1_S': 0.2862903225806452, 'F1_V': 0.6936170212765957, 'F1_F': 0.0, 'Recall_S': 0.18586387434554974, 'Recall_F': 0.0, 'best_epoch': 11}, {'seed': 43, 'Macro_F1': 0.372800791612514, 'Rare_Macro_SF': 0.15728155339805824, 'Min_Rare_F1': 0.0, 'F1_N': 0.5007541478129713, 'F1_S': 0.3145631067961165, 'F1_V': 0.675885911840968, 'F1_F': 0.0, 'Recall_S': 0.21204188481675393, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 44, 'Macro_F1': 0.39384755913542524, 'Rare_Macro_SF': 0.16857360793287568, 'Min_Rare_F1': 0.10526315789473684, 'F1_N': 0.5679012345679012, 'F1_S': 0.2318840579710145, 'F1_V': 0.6703417861080485, 'F1_F': 0.10526315789473684, 'Recall_S': 0.14659685863874344, 'Recall_F': 0.1111111111111111, 'best_epoch': 6}]",95.12720513343811,91.63050246238708,0,COMPLETE
8,0.15633344087375217,0.38397618177515574,2026-08-10 15:18:30.818421,2026-08-10 15:20:06.333123,0 days 00:01:35.514702,5,160x160,linear,2,sym5,0.03508771929824561,0.5432896056112478,0.27757916244925873,0.6799482397418708,0.037037037037037035,0.181500872600349,7.0,"{'method': 'SWT', 'image_size': [160, 160], 'norm_type': 'linear', 'clip_pct': 5, 'wavelet': 'sym5', 'level': 2}",0.38397618177515574,0.010583805687579058,0.03508771929824561,0.06077371254627639,3.3705809116363525,0.15633344087375217,0.01274070887676003,"[{'seed': 42, 'Macro_F1': 0.385280194577528, 'Rare_Macro_SF': 0.1431451612903226, 'Min_Rare_F1': 0.0, 'F1_N': 0.5612134344528711, 'F1_S': 0.2862903225806452, 'F1_V': 0.6936170212765957, 'F1_F': 0.0, 'Recall_S': 0.18586387434554974, 'Recall_F': 0.0, 'best_epoch': 11}, {'seed': 43, 'Macro_F1': 0.372800791612514, 'Rare_Macro_SF': 0.15728155339805824, 'Min_Rare_F1': 0.0, 'F1_N': 0.5007541478129713, 'F1_S': 0.3145631067961165, 'F1_V': 0.675885911840968, 'F1_F': 0.0, 'Recall_S': 0.21204188481675393, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 44, 'Macro_F1': 0.39384755913542524, 'Rare_Macro_SF': 0.16857360793287568, 'Min_Rare_F1': 0.10526315789473684, 'F1_N': 0.5679012345679012, 'F1_S': 0.2318840579710145, 'F1_V': 0.6703417861080485, 'F1_F': 0.10526315789473684, 'Recall_S': 0.14659685863874344, 'Recall_F': 0.1111111111111111, 'best_epoch': 6}]",95.16142702102661,91.62526369094849,1,COMPLETE
20,0.15633344087375217,0.38397618177515574,2026-08-10 15:40:41.278266,2026-08-10 15:42:16.837224,0 days 00:01:35.558958,5,160x160,linear,2,sym5,0.03508771929824561,0.5432896056112478,0.27757916244925873,0.6799482397418708,0.037037037037037035,0.181500872600349,7.0,"{'method': 'SWT', 'image_size': [160, 160], 'norm_type': 'linear', 'clip_pct': 5, 'wavelet': 'sym5', 'level': 2}",0.38397618177515574,0.010583805687579058,0.03508771929824561,0.06077371254627639,3.423682689666748,0.15633344087375217,0.01274070887676003,"[{'seed': 42, 'Macro_F1': 0.385280194577528, 'Rare_Macro_SF': 0.1431451612903226, 'Min_Rare_F1': 0.0, 'F1_N': 0.5612134344528711, 'F1_S': 0.2862903225806452, 'F1_V': 0.6936170212765957, 'F1_F': 0.0, 'Recall_S': 0.18586387434554974, 'Recall_F': 0.0, 'best_epoch': 11}, {'seed': 43, 'Macro_F1': 0.372800791612514, 'Rare_Macro_SF': 0.15728155339805824, 'Min_Rare_F1': 0.0, 'F1_N': 0.5007541478129713, 'F1_S': 0.3145631067961165, 'F1_V': 0.675885911840968, 'F1_F': 0.0, 'Recall_S': 0.21204188481675393, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 44, 'Macro_F1': 0.39384755913542524, 'Rare_Macro_SF': 0.16857360793287568, 'Min_Rare_F1': 0.10526315789473684, 'F1_N': 0.5679012345679012, 'F1_S': 0.2318840579710145, 'F1_V': 0.6703417861080485, 'F1_F': 0.10526315789473684, 'Recall_S': 0.14659685863874344, 'Recall_F': 0.1111111111111111, 'best_epoch': 6}]",95.21714496612549,91.63368487358093,2,COMPLETE
4,0.15028907159963487,0.40119254912019753,2026-08-10 15:10:26.418637,2026-08-10 15:13:29.610915,0 days 00:03:03.192278,1,224x224,sqrt,2,sym5,0.036896479021716215,0.5741029269363906,0.2636816641775535,0.7300891263451299,0.05555555555555555,0.1849912739965096,7.0,"{'method': 'SWT', 'image_size': [224, 224], 'norm_type': 'sqrt', 'clip_pct': 1, 'wavelet': 'sym5', 'level': 2}",0.40119254912019753,0.04822918511487705,0.036896479021716215,0.03942088554085268,4.889795780181885,0.15028907159963487,0.09781231365444763,"[{'seed': 42, 'Macro_F1': 0.3455082277063426, 'Rare_Macro_SF': 0.03891384238464679, 'Min_Rare_F1': 0.03225806451612903, 'F1_N': 0.5831578947368421, 'F1_S': 0.04556962025316456, 'F1_V': 0.7210473313192346, 'F1_F': 0.03225806451612903, 'Recall_S': 0.02356020942408377, 'Recall_F': 0.05555555555555555, 'best_epoch': 7}, {'seed': 43, 'Macro_F1': 0.42833004085948856, 'Rare_Macro_SF': 0.2222222222222222, 'Min_Rare_F1': 0.0, 'F1_N': 0.5375796178343949, 'F1_S': 0.4444444444444444, 'F1_V': 0.7312961011591148, 'F1_F': 0.0, 'Recall_S': 0.3403141361256545, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 44, 'Macro_F1': 0.4297393787947615, 'Rare_Macro_SF': 0.18973115019203557, 'Min_Rare_F1': 0.0784313725490196, 'F1_N': 0.6015712682379349, 'F1_S': 0.30103092783505153, 'F1_V': 0.7379239465570401, 'F1_F': 0.0784313725490196, 'Recall_S': 0.19109947643979058, 'Recall_F': 0.1111111111111111, 'best_epoch': 9}]",182.84699130058289,177.79829931259155,0,COMPLETE
19,0.14759947683965327,0.40310631396704477,2026-08-10 15:38:05.952471,2026-08-10 15:40:41.026785,0 days 00:02:35.074314,3,224x192,linear,2,sym4,0.03125,0.6124453734905476,0.26394895367930654,0.704780928698325,0.05555555555555555,0.15968586387434555,7.0,"{'method': 'SWT', 'image_size': [224, 192], 'norm_type': 'linear', 'clip_pct': 3, 'wavelet': 'sym4', 'level': 2}",0.40310631396704477,0.01250668884614184,0.03125,0.05412658773652741,4.550241708755493,0.14759947683965327,0.029696866977349596,"[{'seed': 42, 'Macro_F1': 0.41693097005796054, 'Rare_Macro_SF': 0.13953488372093023, 'Min_Rare_F1': 0.0, 'F1_N': 0.6458557588805167, 'F1_S': 0.27906976744186046, 'F1_V': 0.742798353909465, 'F1_F': 0.0, 'Recall_S': 0.17277486910994763, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 43, 'Macro_F1': 0.3998101204420573, 'Rare_Macro_SF': 0.1804956896551724, 'Min_Rare_F1': 0.09375, 'F1_N': 0.5774647887323944, 'F1_S': 0.2672413793103448, 'F1_V': 0.6607843137254902, 'F1_F': 0.09375, 'Recall_S': 0.16230366492146597, 'Recall_F': 0.16666666666666666, 'best_epoch': 10}, {'seed': 44, 'Macro_F1': 0.39257785140111645, 'Rare_Macro_SF': 0.12276785714285714, 'Min_Rare_F1': 0.0, 'F1_N': 0.6140155728587319, 'F1_S': 0.24553571428571427, 'F1_V': 0.7107601184600197, 'F1_F': 0.0, 'Recall_S': 0.14397905759162305, 'Recall_F': 0.0, 'best_epoch': 6}]",154.72204494476318,150.00983309745789,2,COMPLETE
28,0.14679970988792107,0.4190144636029158,2026-08-10 15:54:30.284680,2026-08-10 15:56:34.542618,0 days 00:02:04.257938,1,192x224,linear,4,db4,0.020987654320987658,0.6191252209096975,0.2726117654548545,0.7633332137261234,0.05555555555555555,0.17277486910994763,5.0,"{'method': 'SWT', 'image_size': [192, 224], 'norm_type': 'linear', 'clip_pct': 1, 'wavelet': 'db4', 'level': 4}",0.4190144636029158,0.005219938183197064,0.020987654320987658,0.018269936527097214,5.857182502746582,0.14679970988792107,0.01747241919130371,"[{'seed': 42, 'Macro_F1': 0.42261263645312214, 'Rare_Macro_SF': 0.14668294668294668, 'Min_Rare_F1': 0.02962962962962963, 'F1_N': 0.6124852767962309, 'F1_S': 0.26373626373626374, 'F1_V': 0.7845993756503642, 'F1_F': 0.02962962962962963, 'Recall_S': 0.15706806282722513, 'Recall_F': 0.1111111111111111, 'best_epoch': 6}, {'seed': 43, 'Macro_F1': 0.4130275831593075, 'Rare_Macro_SF': 0.16433021806853582, 'Min_Rare_F1': 0.03333333333333333, 'F1_N': 0.6026490066225165, 'F1_S': 0.2953271028037383, 'F1_V': 0.7208008898776418, 'F1_F': 0.03333333333333333, 'Recall_S': 0.20680628272251309, 'Recall_F': 0.05555555555555555, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.42140317119631765, 'Rare_Macro_SF': 0.12938596491228072, 'Min_Rare_F1': 0.0, 'F1_N': 0.6422413793103449, 'F1_S': 0.25877192982456143, 'F1_V': 0.7845993756503642, 'F1_F': 0.0, 'Recall_S': 0.1544502617801047, 'Recall_F': 0.0, 'best_epoch': 5}]",123.89156603813171,117.8823881149292,3,COMPLETE
30,0.1375065485306363,0.38637806407858083,2026-08-10 15:58:12.420184,2026-08-10 16:01:02.155311,0 days 00:02:49.735127,1,224x256,log1p,3,sym5,0.03607843137254902,0.5636541493634547,0.23893466568872357,0.7068450098895962,0.07407407407407407,0.14485165794066315,4.0,"{'method': 'SWT', 'image_size': [224, 256], 'norm_type': 'log1p', 'clip_pct': 1, 'wavelet': 'sym5', 'level': 3}",0.38637806407858083,0.006298485955512216,0.03607843137254902,0.04626287657029389,7.026641368865967,0.1375065485306363,0.01806988493946786,"[{'seed': 42, 'Macro_F1': 0.384818372704505, 'Rare_Macro_SF': 0.13991769547325103, 'Min_Rare_F1': 0.0, 'F1_N': 0.5487122060470325, 'F1_S': 0.27983539094650206, 'F1_V': 0.7107258938244854, 'F1_F': 0.0, 'Recall_S': 0.17801047120418848, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.3810059631269515, 'Rare_Macro_SF': 0.1542498056491319, 'Min_Rare_F1': 0.08823529411764706, 'F1_N': 0.56047197640118, 'F1_S': 0.22026431718061673, 'F1_V': 0.6550522648083623, 'F1_F': 0.08823529411764706, 'Recall_S': 0.13089005235602094, 'Recall_F': 0.16666666666666666, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.39330985640428606, 'Rare_Macro_SF': 0.11835214446952595, 'Min_Rare_F1': 0.02, 'F1_N': 0.5817782656421515, 'F1_S': 0.21670428893905191, 'F1_V': 0.7547568710359408, 'F1_F': 0.02, 'Recall_S': 0.1256544502617801, 'Recall_F': 0.05555555555555555, 'best_epoch': 9}]",169.39498591423035,162.21575331687927,3,COMPLETE
10,0.13562615602478023,0.3859202165690206,2026-08-10 15:22:10.223045,2026-08-10 15:24:27.254172,0 days 00:02:17.031127,3,224x192,linear,2,sym5,0.0,0.5711815828885883,0.27125231204956046,0.7012469713379335,0.0,0.1719022687609075,6.0,"{'method': 'SWT', 'image_size': [224, 192], 'norm_type': 'linear', 'clip_pct': 3, 'wavelet': 'sym5', 'level': 2}",0.3859202165690206,0.0026860710843335613,0.0,0.0,4.453912734985352,0.13562615602478023,0.01613900664429498,"[{'seed': 42, 'Macro_F1': 0.3882720068432952, 'Rare_Macro_SF': 0.14807302231237324, 'Min_Rare_F1': 0.0, 'F1_N': 0.5591397849462365, 'F1_S': 0.2961460446247465, 'F1_V': 0.6978021978021978, 'F1_F': 0.0, 'Recall_S': 0.19109947643979058, 'Recall_F': 0.0, 'best_epoch': 8}, {'seed': 43, 'Macro_F1': 0.3864955466456874, 'Rare_Macro_SF': 0.1414141414141414, 'Min_Rare_F1': 0.0, 'F1_N': 0.5635491606714629, 'F1_S': 0.2828282828282828, 'F1_V': 0.6996047430830039, 'F1_F': 0.0, 'Recall_S': 0.18324607329842932, 'Recall_F': 0.0, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.38299309621807914, 'Rare_Macro_SF': 0.11739130434782609, 'Min_Rare_F1': 0.0, 'F1_N': 0.5908558030480656, 'F1_S': 0.23478260869565218, 'F1_V': 0.7063339731285988, 'F1_F': 0.0, 'Recall_S': 0.14136125654450263, 'Recall_F': 0.0, 'best_epoch': 6}]",136.68973875045776,132.0713300704956,1,COMPLETE
9,0.133872406461546,0.40192913005120806,2026-08-10 15:20:06.578701,2026-08-10 15:22:09.977562,0 days 00:02:03.398861,1,192x224,sqrt,2,db6,0.00784313725490196,0.5524298776604429,0.25990167566819,0.7875418296212975,0.018518518518518517,0.20331588132635256,6.0,"{'method': 'SWT', 'image_size': [192, 224], 'norm_type': 'sqrt', 'clip_pct': 1, 'wavelet': 'db6', 'level': 2}",0.40192913005120806,0.04893996060934455,0.00784313725490196,0.013584712216226489,4.615067005157471,0.133872406461546,0.1304203357515824,"[{'seed': 42, 'Macro_F1': 0.34811977466001653, 'Rare_Macro_SF': 0.0, 'Min_Rare_F1': 0.0, 'F1_N': 0.5993756503642039, 'F1_S': 0.0, 'F1_V': 0.7931034482758621, 'F1_F': 0.0, 'Recall_S': 0.0, 'Recall_F': 0.0, 'best_epoch': 1}, {'seed': 43, 'Macro_F1': 0.44378488458870824, 'Rare_Macro_SF': 0.2605421686746988, 'Min_Rare_F1': 0.0, 'F1_N': 0.4662379421221865, 'F1_S': 0.5210843373493976, 'F1_V': 0.7878172588832487, 'F1_F': 0.0, 'Recall_S': 0.45287958115183247, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 44, 'Macro_F1': 0.4138827309048995, 'Rare_Macro_SF': 0.14107505070993914, 'Min_Rare_F1': 0.023529411764705882, 'F1_N': 0.5916760404949382, 'F1_S': 0.25862068965517243, 'F1_V': 0.7817047817047817, 'F1_F': 0.023529411764705882, 'Recall_S': 0.15706806282722513, 'Recall_F': 0.05555555555555555, 'best_epoch': 6}]",123.06442427635193,118.296621799469,1,COMPLETE
26,0.1338204695384911,0.409816351649731,2026-08-10 15:51:57.112464,2026-08-10 15:53:34.899136,0 days 00:01:37.786672,1,224x192,linear,3,sym4,0.009009009009009009,0.6219288277412899,0.2586319300679732,0.7496956397806519,0.018518518518518517,0.15881326352530542,3.0,"{'method': 'SWT', 'image_size': [224, 192], 'norm_type': 'linear', 'clip_pct': 1, 'wavelet': 'sym4', 'level': 3}",0.409816351649731,0.010612914767547542,0.009009009009009009,0.015604061329449347,5.993832111358643,0.1338204695384911,0.02163669214783414,"[{'seed': 42, 'Macro_F1': 0.3982164658673062, 'Rare_Macro_SF': 0.11060948081264109, 'Min_Rare_F1': 0.0, 'F1_N': 0.6401551891367604, 'F1_S': 0.22121896162528218, 'F1_V': 0.7314917127071823, 'F1_F': 0.0, 'Recall_S': 0.12827225130890052, 'Recall_F': 0.0, 'best_epoch': 3}, {'seed': 43, 'Macro_F1': 0.41219343795042535, 'Rare_Macro_SF': 0.15343120898676454, 'Min_Rare_F1': 0.02702702702702703, 'F1_N': 0.5802047781569966, 'F1_S': 0.27983539094650206, 'F1_V': 0.7617065556711758, 'F1_F': 0.02702702702702703, 'Recall_S': 0.17801047120418848, 'Recall_F': 0.05555555555555555, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.41903915113146145, 'Rare_Macro_SF': 0.13742071881606766, 'Min_Rare_F1': 0.0, 'F1_N': 0.645426515930113, 'F1_S': 0.2748414376321353, 'F1_V': 0.7558886509635975, 'F1_F': 0.0, 'Recall_S': 0.17015706806282724, 'Recall_F': 0.0, 'best_epoch': 2}]",97.42647218704224,91.25792717933655,3,COMPLETE
3,0.13360240347315075,0.4128541646215807,2026-08-10 15:07:26.217144,2026-08-10 15:10:26.169707,0 days 00:02:59.952563,4,224x256,linear,2,db6,0.0,0.6308597809820684,0.2672048069463015,0.7533520705579528,0.0,0.17190226876090753,6.0,"{'method': 'SWT', 'image_size': [224, 256], 'norm_type': 'linear', 'clip_pct': 4, 'wavelet': 'db6', 'level': 2}",0.4128541646215807,0.035555631670822346,0.0,0.0,5.262142896652222,0.13360240347315075,0.05445240812538485,"[{'seed': 42, 'Macro_F1': 0.43608083146490706, 'Rare_Macro_SF': 0.16666666666666666, 'Min_Rare_F1': 0.0, 'F1_N': 0.6420824295010846, 'F1_S': 0.3333333333333333, 'F1_V': 0.7689075630252101, 'F1_F': 0.0, 'Recall_S': 0.2198952879581152, 'Recall_F': 0.0, 'best_epoch': 8}, {'seed': 43, 'Macro_F1': 0.3719219907722501, 'Rare_Macro_SF': 0.07075471698113207, 'Min_Rare_F1': 0.0, 'F1_N': 0.6175298804780877, 'F1_S': 0.14150943396226415, 'F1_V': 0.7286486486486486, 'F1_F': 0.0, 'Recall_S': 0.07853403141361257, 'Recall_F': 0.0, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.430559671627585, 'Rare_Macro_SF': 0.16338582677165353, 'Min_Rare_F1': 0.0, 'F1_N': 0.6329670329670329, 'F1_S': 0.32677165354330706, 'F1_V': 0.7625, 'F1_F': 0.0, 'Recall_S': 0.21727748691099477, 'Recall_F': 0.0, 'best_epoch': 6}]",179.62739658355713,174.2168529033661,0,COMPLETE
5,0.13179281423761677,0.37128523360812743,2026-08-10 15:13:29.858178,2026-08-10 15:15:42.022620,0 days 00:02:12.164442,3,192x224,log1p,2,sym5,0.024691358024691357,0.5648016547346343,0.23889427045054215,0.6567536512226418,0.018518518518518517,0.15357766143106458,7.0,"{'method': 'SWT', 'image_size': [192, 224], 'norm_type': 'log1p', 'clip_pct': 3, 'wavelet': 'sym5', 'level': 2}",0.37128523360812743,0.011775372361768031,0.024691358024691357,0.042766686606638946,4.4759202003479,0.13179281423761677,0.03447373781059533,"[{'seed': 42, 'Macro_F1': 0.36287923495646357, 'Rare_Macro_SF': 0.13524590163934427, 'Min_Rare_F1': 0.0, 'F1_N': 0.5440180586907449, 'F1_S': 0.27049180327868855, 'F1_V': 0.6370070778564206, 'F1_F': 0.0, 'Recall_S': 0.17277486910994763, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 43, 'Macro_F1': 0.3847437061395529, 'Rare_Macro_SF': 0.1644100580270793, 'Min_Rare_F1': 0.0, 'F1_N': 0.5495376486129459, 'F1_S': 0.3288201160541586, 'F1_V': 0.6606170598911071, 'F1_F': 0.0, 'Recall_S': 0.22251308900523561, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 44, 'Macro_F1': 0.3662327597283659, 'Rare_Macro_SF': 0.0957224830464267, 'Min_Rare_F1': 0.07407407407407407, 'F1_N': 0.6008492569002123, 'F1_S': 0.11737089201877934, 'F1_V': 0.672636815920398, 'F1_F': 0.07407407407407407, 'Recall_S': 0.06544502617801047, 'Recall_F': 0.05555555555555555, 'best_epoch': 2}]",131.83244729042053,127.20764636993408,0,COMPLETE
29,0.12773898163815145,0.4197074660306474,2026-08-10 15:56:34.790881,2026-08-10 15:58:12.168425,0 days 00:01:37.377544,5,192x224,linear,4,sym4,0.1237458193979933,0.6550044645449938,0.1317321438783096,0.7683474363012929,0.12962962962962962,0.07242582897033159,3.0,"{'method': 'SWT', 'image_size': [192, 224], 'norm_type': 'linear', 'clip_pct': 5, 'wavelet': 'sym4', 'level': 4}",0.4197074660306474,0.019412447794173407,0.10065613959189561,0.025816488524385766,5.855666399002075,0.12773898163815145,0.0419163831074204,"[{'seed': 42, 'Macro_F1': 0.40383587081336325, 'Rare_Macro_SF': 0.09074194246160502, 'Min_Rare_F1': 0.08695652173913043, 'F1_N': 0.6581782566111655, 'F1_S': 0.0945273631840796, 'F1_V': 0.7756813417190775, 'F1_F': 0.08695652173913043, 'Recall_S': 0.049738219895287955, 'Recall_F': 0.05555555555555555, 'best_epoch': 3}, {'seed': 43, 'Macro_F1': 0.4413513808807461, 'Rare_Macro_SF': 0.17326336831584208, 'Min_Rare_F1': 0.13043478260869565, 'F1_N': 0.6561844863731656, 'F1_S': 0.2160919540229885, 'F1_V': 0.7626943005181347, 'F1_F': 0.13043478260869565, 'Recall_S': 0.12303664921465969, 'Recall_F': 0.16666666666666666, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.4139351463978329, 'Rare_Macro_SF': 0.11921163413700728, 'Min_Rare_F1': 0.0845771144278607, 'F1_N': 0.6506506506506506, 'F1_S': 0.0845771144278607, 'F1_V': 0.7666666666666667, 'F1_F': 0.15384615384615385, 'Recall_S': 0.04450261780104712, 'Recall_F': 0.16666666666666666, 'best_epoch': 2}]",97.0347409248352,91.02298092842102,3,COMPLETE
34,0.12773898163815145,0.4197074660306474,2026-08-10 16:04:24.602132,2026-08-10 16:06:02.017948,0 days 00:01:37.415816,5,192x224,linear,4,sym4,0.1237458193979933,0.6550044645449938,0.1317321438783096,0.7683474363012929,0.12962962962962962,0.07242582897033159,3.0,"{'method': 'SWT', 'image_size': [192, 224], 'norm_type': 'linear', 'clip_pct': 5, 'wavelet': 'sym4', 'level': 4}",0.4197074660306474,0.019412447794173407,0.10065613959189561,0.025816488524385766,5.873802423477173,0.12773898163815145,0.0419163831074204,"[{'seed': 42, 'Macro_F1': 0.40383587081336325, 'Rare_Macro_SF': 0.09074194246160502, 'Min_Rare_F1': 0.08695652173913043, 'F1_N': 0.6581782566111655, 'F1_S': 0.0945273631840796, 'F1_V': 0.7756813417190775, 'F1_F': 0.08695652173913043, 'Recall_S': 0.049738219895287955, 'Recall_F': 0.05555555555555555, 'best_epoch': 3}, {'seed': 43, 'Macro_F1': 0.4413513808807461, 'Rare_Macro_SF': 0.17326336831584208, 'Min_Rare_F1': 0.13043478260869565, 'F1_N': 0.6561844863731656, 'F1_S': 0.2160919540229885, 'F1_V': 0.7626943005181347, 'F1_F': 0.13043478260869565, 'Recall_S': 0.12303664921465969, 'Recall_F': 0.16666666666666666, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.4139351463978329, 'Rare_Macro_SF': 0.11921163413700728, 'Min_Rare_F1': 0.0845771144278607, 'F1_N': 0.6506506506506506, 'F1_S': 0.0845771144278607, 'F1_V': 0.7666666666666667, 'F1_F': 0.15384615384615385, 'Recall_S': 0.04450261780104712, 'Recall_F': 0.16666666666666666, 'best_epoch': 2}]",97.08363342285156,91.05677700042725,4,COMPLETE
2,0.12758979299308718,0.38570540706992773,2026-08-10 15:06:39.810421,2026-08-10 15:07:25.970967,0 days 00:00:46.160546,5,96x128,sqrt,3,db6,0.011494252873563218,0.5393380810329188,0.24368533311261112,0.7483039612606176,0.018518518518518517,0.150087260034904,3.0,"{'method': 'SWT', 'image_size': [96, 128], 'norm_type': 'sqrt', 'clip_pct': 5, 'wavelet': 'db6', 'level': 3}",0.38570540706992773,0.018242357675121695,0.011494252873563218,0.01990862997205606,3.2512803077697754,0.12758979299308718,0.017845395465027822,"[{'seed': 42, 'Macro_F1': 0.3693876533578213, 'Rare_Macro_SF': 0.1320754716981132, 'Min_Rare_F1': 0.0, 'F1_N': 0.4691689008042895, 'F1_S': 0.2641509433962264, 'F1_V': 0.7442307692307693, 'F1_F': 0.0, 'Recall_S': 0.1649214659685864, 'Recall_F': 0.0, 'best_epoch': 4}, {'seed': 43, 'Macro_F1': 0.3823281754447664, 'Rare_Macro_SF': 0.10792951541850221, 'Min_Rare_F1': 0.0, 'F1_N': 0.5580357142857143, 'F1_S': 0.21585903083700442, 'F1_V': 0.7554179566563467, 'F1_F': 0.0, 'Recall_S': 0.12827225130890052, 'Recall_F': 0.0, 'best_epoch': 3}, {'seed': 44, 'Macro_F1': 0.40540039240719544, 'Rare_Macro_SF': 0.14276439186264608, 'Min_Rare_F1': 0.034482758620689655, 'F1_N': 0.5908096280087527, 'F1_S': 0.2510460251046025, 'F1_V': 0.7452631578947368, 'F1_F': 0.034482758620689655, 'Recall_S': 0.15706806282722513, 'Recall_F': 0.05555555555555555, 'best_epoch': 2}]",45.830159187316895,42.425105571746826,0,COMPLETE
22,0.12288294920946834,0.3733438184655284,2026-08-10 15:44:37.930807,2026-08-10 15:46:55.208982,0 days 00:02:17.278175,3,224x192,log1p,2,sym4,0.0,0.5767313437579457,0.24576589841893667,0.6708780316852311,0.0,0.15183246073298431,7.0,"{'method': 'SWT', 'image_size': [224, 192], 'norm_type': 'log1p', 'clip_pct': 3, 'wavelet': 'sym4', 'level': 2}",0.3733438184655284,0.02219032301301856,0.0,0.0,4.631243705749512,0.12288294920946834,0.027531956093268445,"[{'seed': 42, 'Macro_F1': 0.35457951778100694, 'Rare_Macro_SF': 0.12311015118790497, 'Min_Rare_F1': 0.0, 'F1_N': 0.5513392857142857, 'F1_S': 0.24622030237580994, 'F1_V': 0.6207584830339321, 'F1_F': 0.0, 'Recall_S': 0.14921465968586387, 'Recall_F': 0.0, 'best_epoch': 12}, {'seed': 43, 'Macro_F1': 0.3978367662813757, 'Rare_Macro_SF': 0.15030060120240482, 'Min_Rare_F1': 0.0, 'F1_N': 0.5976190476190476, 'F1_S': 0.30060120240480964, 'F1_V': 0.6931268151016456, 'F1_F': 0.0, 'Recall_S': 0.19633507853403143, 'Recall_F': 0.0, 'best_epoch': 7}, {'seed': 44, 'Macro_F1': 0.36761517133420235, 'Rare_Macro_SF': 0.09523809523809523, 'Min_Rare_F1': 0.0, 'F1_N': 0.5812356979405034, 'F1_S': 0.19047619047619047, 'F1_V': 0.6987487969201155, 'F1_F': 0.0, 'Recall_S': 0.1099476439790576, 'Recall_F': 0.0, 'best_epoch': 2}]",136.9354498386383,132.15453386306763,2,COMPLETE
