representation_id,method,source_trial,role,seed,train_subset_seed,n_train,n_val,Macro_F1,Rare_Macro_SF,Min_Rare_F1,F1_N,F1_S,F1_V,F1_F,Precision_N,Precision_S,Precision_V,Precision_F,Recall_N,Recall_S,Recall_V,Recall_F,best_epoch,time_s,n_parameters,cm_json,config_json
DWT_T7,DWT,7,method_winner_by_primary_objective,2005,20260810,4958,13142,0.37089270352343773,0.09090909090909091,0.0,0.8508582684551168,0.18181818181818182,0.4508943638204522,0.0,0.9730744475434456,0.14002828854314003,0.30076542098153985,0.0,0.7559166666666667,0.2591623036649215,0.9002695417789758,0.0,8,97.48829865455627,90372,"[[9071,605,1436,888],[172,99,107,4],[71,3,668,0],[8,0,10,0]]","{""method"": ""DWT"", ""image_size"": [224, 160], ""norm_type"": ""linear"", ""clip_pct"": 5, ""wavelet"": ""bior3.5"", ""level"": 3}"
DWT_T7,DWT,7,method_winner_by_primary_objective,2006,20260810,4958,13142,0.3609446896738706,0.03762662807525326,0.0,0.9084532054697212,0.07525325615050651,0.4600722970752547,0.0,0.9721588749524895,0.08414239482200647,0.3042155584528466,0.0,0.8525833333333334,0.06806282722513089,0.9433962264150944,0.0,2,60.96068096160889,90372,"[[10231,283,1478,8],[245,26,111,0],[42,0,700,0],[6,0,12,0]]","{""method"": ""DWT"", ""image_size"": [224, 160], ""norm_type"": ""linear"", ""clip_pct"": 5, ""wavelet"": ""bior3.5"", ""level"": 3}"
DWT_T7,DWT,7,method_winner_by_primary_objective,2007,20260810,4958,13142,0.3661447562923474,0.05682859761686526,0.0,0.8907220232969224,0.11365719523373052,0.4601998066387367,0.0,0.9764483752360131,0.08744710860366714,0.30241423125794153,0.0,0.8188333333333333,0.16230366492146597,0.9622641509433962,0.0,3,67.06977486610413,90372,"[[9826,646,1520,8],[209,62,110,1],[27,1,714,0],[1,0,17,0]]","{""method"": ""DWT"", ""image_size"": [224, 160], ""norm_type"": ""linear"", ""clip_pct"": 5, ""wavelet"": ""bior3.5"", ""level"": 3}"
DWT_T7,DWT,7,method_winner_by_primary_objective,2008,20260810,4958,13142,0.39598288771282386,0.11460957178841309,0.0,0.8927649164137181,0.22921914357682618,0.4619474908607511,0.0,0.9781594361163506,0.220873786407767,0.3065725628584032,0.0,0.8210833333333334,0.23821989528795812,0.9366576819407008,0.0,9,103.68376898765564,90372,"[[9853,320,1452,375],[168,91,108,15],[46,1,695,0],[6,0,12,0]]","{""method"": ""DWT"", ""image_size"": [224, 160], ""norm_type"": ""linear"", ""clip_pct"": 5, ""wavelet"": ""bior3.5"", ""level"": 3}"
DWT_T7,DWT,7,method_winner_by_primary_objective,2009,20260810,4958,13142,0.37406756987590617,0.08788449466415568,0.0,0.862154450629122,0.17576898932831136,0.45834683954619126,0.0,0.9826207484806483,0.11560693641618497,0.30174989329918905,0.0,0.768,0.36649214659685864,0.9528301886792453,0.0,12,121.83020687103271,90372,"[[9216,1065,1510,209],[129,140,113,0],[29,6,707,0],[5,0,13,0]]","{""method"": ""DWT"", ""image_size"": [224, 160], ""norm_type"": ""linear"", ""clip_pct"": 5, ""wavelet"": ""bior3.5"", ""level"": 3}"
SWT_T0,SWT,0,confirmed_method_winner,2000,20260810,4958,13142,0.3829779655196626,0.18603561387066542,0.09934395501405811,0.834016588807322,0.09934395501405811,0.3258240455299976,0.2727272727272727,0.974381822232123,0.07737226277372262,0.1976978417266187,0.75,0.729,0.1387434554973822,0.9258760107816711,0.16666666666666666,2,72.92069864273071,90372,"[[8748,632,2620,0],[175,53,154,0],[54,0,687,1],[1,0,14,3]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2001,20260810,4958,13142,0.37050859951908205,0.14674046740467406,0.09348093480934809,0.8556354468204315,0.09348093480934809,0.3329180164465487,0.2,0.9729241877256317,0.08816705336426914,0.20421889330479975,0.18181818181818182,0.7635833333333333,0.09947643979057591,0.9002695417789758,0.2222222222222222,4,86.81868529319763,90372,"[[9163,391,2434,12],[183,38,160,1],[67,2,668,5],[5,0,9,4]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2002,20260810,4958,13142,0.369273051923413,0.06637806637806638,0.0,0.9126119370064846,0.13275613275613277,0.4317241379310345,0.0,0.9695379135814041,0.14790996784565916,0.29008341056533826,0.0,0.862,0.12041884816753927,0.8436657681940701,0.0,7,108.44492173194885,90372,"[[10344,262,1393,1],[198,46,137,1],[111,3,626,2],[16,0,2,0]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2003,20260810,4958,13142,0.3428908270585116,0.08215593929879644,0.06907378335949764,0.8673887992625029,0.06907378335949764,0.33986263037395065,0.09523809523809523,0.9705002578648788,0.08627450980392157,0.2094700533082471,0.3333333333333333,0.7840833333333334,0.05759162303664921,0.9002695417789758,0.05555555555555555,2,72.46255898475647,90372,"[[9409,233,2358,0],[210,22,150,0],[72,0,668,2],[4,0,13,1]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2004,20260810,4958,13142,0.3545734616647832,0.052581261950286805,0.0,0.8838119510308106,0.10516252390057361,0.4293193717277487,0.0,0.9736287977539356,0.08283132530120482,0.2782435129740519,0.0,0.8091666666666667,0.14397905759162305,0.9393530997304582,0.0,1,65.47086763381958,90372,"[[9710,609,1681,0],[216,55,111,0],[45,0,697,0],[2,0,16,0]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2005,20260810,4958,13142,0.32398190572352215,0.11531986531986532,0.06397306397306397,0.790608007909046,0.06397306397306397,0.2746798843453119,0.16666666666666666,0.971688942891859,0.04714640198511166,0.16219512195121952,0.3333333333333333,0.6664166666666667,0.09947643979057591,0.8962264150943396,0.1111111111111111,2,72.60562324523926,90372,"[[7997,767,3236,0],[156,38,188,0],[72,1,665,4],[5,0,11,2]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2006,20260810,4958,13142,0.3801515637810645,0.14111039728099806,0.136986301369863,0.8816586921850079,0.14523449319213314,0.3567267683772538,0.136986301369863,0.9727501256913021,0.17204301075268819,0.2245895913377576,0.09090909090909091,0.8061666666666667,0.1256544502617801,0.866576819407008,0.2777777777777778,6,101.49807119369507,90372,"[[9674,230,2059,37],[177,48,156,1],[86,1,643,12],[8,0,5,5]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2007,20260810,4958,13142,0.3466924094144813,0.04906542056074766,0.0,0.8885171790235081,0.09813084112149532,0.40012161751292186,0.0,0.9710474308300395,0.08860759493670886,0.25834314880251275,0.0,0.8189166666666666,0.1099476439790576,0.8867924528301887,0.0,2,72.62792992591858,90372,"[[9827,430,1743,0],[204,42,136,0],[81,2,658,1],[8,0,10,0]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2008,20260810,4958,13142,0.4041705997535465,0.12095088819226751,0.1206896551724138,0.9200843066654958,0.1206896551724138,0.45469631596415533,0.12121212121212122,0.9724336365323928,0.34146341463414637,0.301629238221048,0.13333333333333333,0.8730833333333333,0.07329842931937172,0.9231805929919138,0.1111111111111111,2,72.45225048065186,90372,"[[10477,54,1460,9],[241,28,111,2],[55,0,685,2],[1,0,15,2]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
SWT_T0,SWT,0,confirmed_method_winner,2009,20260810,4958,13142,0.34349178552952303,0.0,0.0,0.9201034316518385,0.0,0.4538637104662537,0.0,0.970416936303966,0.0,0.29935483870967744,0.0,0.87475,0.0,0.9380053908355795,0.0,1,65.2735207080841,90372,"[[10497,0,1503,0],[274,0,108,0],[46,0,696,0],[0,0,18,0]]","{""method"": ""SWT"", ""image_size"": [224, 192], ""norm_type"": ""linear"", ""clip_pct"": 3, ""wavelet"": ""sym4"", ""level"": 4}"
