representation,config_id,role,seed,record_id,n_beats,confusion_json,Accuracy,Support_N,Predicted_N,TP_N,FP_N,FN_N,Precision_N,Recall_N,F1_N,Support_S,Predicted_S,TP_S,FP_S,FN_S,Precision_S,Recall_S,F1_S,Support_V,Predicted_V,TP_V,FP_V,FN_V,Precision_V,Recall_V,F1_V,Support_F,Predicted_F,TP_F,FP_F,FN_F,Precision_F,Recall_F,F1_F,Macro_F1_present_classes,Rare_Macro_present_classes,Min_Rare_present_classes
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,111,2124,"[[2114, 0, 9, 0], [0, 0, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0]]",0.9957627118644068,2123,2114,2114,0,9,1.0,0.9957607159679699,0.9978758555581779,0,0,0,0,0,,,,1,10,1,9,0,0.1,1.0,0.18181818181818182,0,0,0,0,0,,,,0.5898470186881799,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,113,1794,"[[1786, 0, 2, 0], [0, 0, 6, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.9955406911928651,1788,1786,1786,0,2,1.0,0.9988814317673378,0.9994404029099049,6,0,0,0,6,,0.0,0.0,0,8,0,8,0,0.0,,,0,0,0,0,0,,,,0.49972020145495244,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,117,1534,"[[1533, 0, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.999348109517601,1533,1533,1533,0,0,1.0,1.0,1.0,1,0,0,0,1,,0.0,0.0,0,1,0,1,0,0.0,,,0,0,0,0,0,,,,0.5,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,121,1863,"[[1859, 0, 1, 1], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0]]",0.9989264626945786,1861,1859,1859,0,2,1.0,0.99892530897367,0.9994623655913979,1,1,1,0,0,1.0,1.0,1.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0,1,0,1,0,0.0,,,0.8887096774193548,1.0,1.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,123,1518,"[[1512, 3, 0, 0], [0, 0, 0, 0], [0, 0, 3, 0], [0, 0, 0, 0]]",0.9980237154150198,1515,1512,1512,0,3,1.0,0.998019801980198,0.9990089197224975,0,3,0,3,0,0.0,,,3,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,,,,0.9995044598612488,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,200,2600,"[[1733, 6, 0, 3], [8, 21, 1, 0], [35, 66, 725, 0], [2, 0, 0, 0]]",0.9534615384615385,1742,1778,1733,45,9,0.9746906636670416,0.994833524684271,0.9846590909090909,30,93,21,72,9,0.22580645161290322,0.7,0.34146341463414637,826,726,725,1,101,0.9986225895316805,0.8777239709443099,0.9342783505154639,2,3,0,3,2,0.0,0.0,0.0,0.5651002140146753,0.17073170731707318,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,202,2136,"[[1958, 38, 6, 59], [17, 23, 15, 0], [1, 0, 18, 0], [1, 0, 0, 0]]",0.9358614232209738,2061,1977,1958,19,103,0.9903894790085989,0.9500242600679282,0.9697870232788509,55,61,23,38,32,0.3770491803278688,0.41818181818181815,0.39655172413793105,19,39,18,21,1,0.46153846153846156,0.9473684210526315,0.6206896551724138,1,59,0,59,1,0.0,0.0,0.0,0.49675710064729894,0.19827586206896552,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,210,2648,"[[2198, 70, 51, 102], [7, 10, 5, 0], [24, 13, 157, 1], [7, 0, 3, 0]]",0.8931268882175226,2421,2236,2198,38,223,0.983005366726297,0.9078893019413465,0.9439553360532532,22,93,10,83,12,0.10752688172043011,0.45454545454545453,0.17391304347826086,195,216,157,59,38,0.7268518518518519,0.8051282051282052,0.7639902676399026,10,103,0,103,10,0.0,0.0,0.0,0.4704646617928542,0.08695652173913043,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,212,2747,"[[2580, 145, 22, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.939206406989443,2747,2580,2580,0,167,1.0,0.939206406989443,0.9686502721982354,0,145,0,145,0,0.0,,,0,22,0,22,0,0.0,,,0,0,0,0,0,,,,0.9686502721982354,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,213,3250,"[[2605, 10, 25, 0], [20, 1, 7, 0], [140, 1, 65, 14], [356, 2, 4, 0]]",0.8218461538461539,2640,3121,2605,516,35,0.8346683755206664,0.9867424242424242,0.9043568824856796,28,14,1,13,27,0.07142857142857142,0.03571428571428571,0.047619047619047616,220,101,65,36,155,0.6435643564356436,0.29545454545454547,0.40498442367601245,362,14,0,14,362,0.0,0.0,0.0,0.33924008844518494,0.023809523809523808,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,214,2258,"[[1585, 0, 413, 3], [0, 0, 0, 0], [4, 60, 191, 1], [0, 1, 0, 0]]",0.7865367581930912,2001,1589,1585,4,416,0.9974826935179358,0.792103948025987,0.883008356545961,0,61,0,61,0,0.0,,,256,604,191,413,65,0.3162251655629139,0.74609375,0.4441860465116279,1,4,0,4,1,0.0,0.0,0.0,0.4423981343525296,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,219,2154,"[[1936, 4, 111, 31], [7, 0, 0, 0], [1, 8, 55, 0], [0, 1, 0, 0]]",0.9243268337975858,2082,1944,1936,8,146,0.9958847736625515,0.9298751200768491,0.9617486338797814,7,13,0,13,7,0.0,0.0,0.0,64,166,55,111,9,0.3313253012048193,0.859375,0.4782608695652174,1,31,0,31,1,0.0,0.0,0.0,0.3600023758612497,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,221,2427,"[[1951, 74, 1, 5], [0, 0, 0, 0], [0, 2, 392, 2], [0, 0, 0, 0]]",0.965389369592089,2031,1951,1951,0,80,1.0,0.9606105366814377,0.9799095931692616,0,76,0,76,0,0.0,,,396,393,392,1,4,0.9974554707379135,0.98989898989899,0.9936628643852978,0,7,0,7,0,0.0,,,0.9867862287772797,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,222,2483,"[[1900, 126, 196, 52], [67, 100, 39, 3], [0, 0, 0, 0], [0, 0, 0, 0]]",0.8054772452678212,2274,1967,1900,67,374,0.9659379766141332,0.8355321020228672,0.8960150907804763,209,226,100,126,109,0.4424778761061947,0.4784688995215311,0.45977011494252873,0,235,0,235,0,0.0,,,0,55,0,55,0,0.0,,,0.6778926028615024,0.45977011494252873,0.45977011494252873
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,228,2053,"[[1687, 0, 1, 0], [1, 2, 0, 0], [71, 10, 281, 0], [0, 0, 0, 0]]",0.9595713589868485,1688,1759,1687,72,1,0.9590676520750426,0.9994075829383886,0.9788221642007543,3,12,2,10,1,0.16666666666666666,0.6666666666666666,0.26666666666666666,362,282,281,1,81,0.9964539007092199,0.7762430939226519,0.8726708074534162,0,0,0,0,0,,,,0.7060532127736124,0.26666666666666666,0.26666666666666666
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,231,1571,"[[1567, 0, 1, 0], [1, 0, 0, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",0.9980903882877148,1568,1568,1567,1,1,0.9993622448979592,0.9993622448979592,0.9993622448979592,1,1,0,1,1,0.0,0.0,0.0,2,2,1,1,1,0.5,0.5,0.5,0,0,0,0,0,,,,0.49978741496598644,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,232,1780,"[[396, 0, 2, 0], [221, 4, 1157, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.2247191011235955,398,617,396,221,2,0.6418152350081038,0.9949748743718593,0.780295566502463,1382,4,4,0,1378,1.0,0.002894356005788712,0.005772005772005772,0,1159,0,1159,0,0.0,,,0,0,0,0,0,,,,0.3930337861372344,0.005772005772005772,0.005772005772005772
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,233,3077,"[[2197, 0, 16, 16], [2, 4, 0, 1], [222, 27, 575, 6], [9, 0, 0, 2]]",0.9028274293142672,2229,2430,2197,233,32,0.9041152263374486,0.9856437864513234,0.9431208413822709,7,31,4,27,3,0.12903225806451613,0.5714285714285714,0.21052631578947367,830,591,575,16,255,0.9729272419627749,0.6927710843373494,0.8092892329345531,11,25,2,23,9,0.08,0.18181818181818182,0.1111111111111111,0.5185118753043522,0.1608187134502924,0.1111111111111111
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7100,234,2753,"[[2698, 1, 0, 1], [36, 9, 0, 5], [0, 0, 3, 0], [0, 0, 0, 0]]",0.9843806756265892,2700,2734,2698,36,2,0.9868324798829554,0.9992592592592593,0.993006993006993,50,10,9,1,41,0.9,0.18,0.3,3,3,3,0,0,1.0,1.0,1.0,0,6,0,6,0,0.0,,,0.7643356643356644,0.3,0.3
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,100,2272,"[[2238, 0, 0, 0], [4, 27, 2, 0], [0, 0, 1, 0], [0, 0, 0, 0]]",0.9973591549295775,2238,2242,2238,4,0,0.9982158786797503,1.0,0.9991071428571429,33,27,27,0,6,1.0,0.8181818181818182,0.9,1,3,1,2,0,0.3333333333333333,1.0,0.5,0,0,0,0,0,,,,0.799702380952381,0.9,0.9
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,103,2084,"[[2082, 0, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.9995201535508638,2082,2083,2082,1,0,0.99951992318771,1.0,0.9997599039615847,2,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,,,,0,0,0,0,0,,,,0.8332132853141256,0.6666666666666666,0.6666666666666666
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,105,2567,"[[2494, 0, 22, 10], [0, 0, 0, 0], [27, 5, 9, 0], [0, 0, 0, 0]]",0.9750681729645501,2526,2521,2494,27,32,0.989289964299881,0.9873317498020586,0.9883098870616208,0,5,0,5,0,0.0,,,41,31,9,22,32,0.2903225806451613,0.21951219512195122,0.25,0,10,0,10,0,0.0,,,0.6191549435308104,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,111,2124,"[[2117, 1, 5, 0], [0, 0, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0]]",0.9971751412429378,2123,2117,2117,0,6,1.0,0.9971738106453132,0.9985849056603774,0,1,0,1,0,0.0,,,1,6,1,5,0,0.16666666666666666,1.0,0.2857142857142857,0,0,0,0,0,,,,0.6421495956873315,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,113,1794,"[[1761, 6, 21, 0], [0, 1, 5, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.9821627647714605,1788,1761,1761,0,27,1.0,0.9848993288590604,0.9923922231614539,6,7,1,6,5,0.14285714285714285,0.16666666666666666,0.15384615384615385,0,26,0,26,0,0.0,,,0,0,0,0,0,,,,0.5731191885038038,0.15384615384615385,0.15384615384615385
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,117,1534,"[[1532, 0, 1, 0], [0, 0, 1, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.9986962190352021,1533,1532,1532,0,1,1.0,0.9993476842791911,0.999673735725938,1,0,0,0,1,,0.0,0.0,0,2,0,2,0,0.0,,,0,0,0,0,0,,,,0.499836867862969,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,121,1863,"[[1853, 0, 1, 7], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0]]",0.9957058507783145,1861,1853,1853,0,8,1.0,0.9957012358946803,0.9978459881529348,1,1,1,0,0,1.0,1.0,1.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0,7,0,7,0,0.0,,,0.8881708849398672,1.0,1.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,123,1518,"[[1510, 5, 0, 0], [0, 0, 0, 0], [0, 0, 3, 0], [0, 0, 0, 0]]",0.9967061923583662,1515,1510,1510,0,5,1.0,0.9966996699669967,0.9983471074380166,0,5,0,5,0,0.0,,,3,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,,,,0.9991735537190083,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,200,2600,"[[1723, 15, 0, 4], [6, 24, 0, 0], [64, 28, 733, 1], [2, 0, 0, 0]]",0.9538461538461539,1742,1795,1723,72,19,0.9598885793871866,0.9890929965556832,0.9742719819055697,30,67,24,43,6,0.3582089552238806,0.8,0.4948453608247423,826,733,733,0,93,1.0,0.887409200968523,0.9403463758819757,2,5,0,5,2,0.0,0.0,0.0,0.6023659296530719,0.24742268041237114,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,202,2136,"[[2011, 17, 14, 19], [20, 28, 7, 0], [1, 0, 18, 0], [1, 0, 0, 0]]",0.9630149812734082,2061,2033,2011,22,50,0.9891785538612887,0.9757399320718098,0.9824132877381534,55,45,28,17,27,0.6222222222222222,0.509090909090909,0.56,19,39,18,21,1,0.46153846153846156,0.9473684210526315,0.6206896551724138,1,19,0,19,1,0.0,0.0,0.0,0.5407757357276418,0.28,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,210,2648,"[[2123, 6, 67, 225], [6, 7, 9, 0], [36, 11, 147, 1], [8, 0, 2, 0]]",0.8598942598187311,2421,2173,2123,50,298,0.9769903359410953,0.8769103676166873,0.9242490204614715,22,24,7,17,15,0.2916666666666667,0.3181818181818182,0.30434782608695654,195,225,147,78,48,0.6533333333333333,0.7538461538461538,0.7,10,226,0,226,10,0.0,0.0,0.0,0.482149211637107,0.15217391304347827,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,212,2747,"[[2743, 3, 0, 1], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.9985438660356752,2747,2743,2743,0,4,1.0,0.9985438660356752,0.9992714025500911,0,3,0,3,0,0.0,,,0,0,0,0,0,,,,0,1,0,1,0,0.0,,,0.9992714025500911,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,213,3250,"[[2629, 7, 4, 0], [17, 10, 1, 0], [106, 0, 103, 11], [356, 0, 4, 2]]",0.8443076923076923,2640,3108,2629,479,11,0.8458815958815958,0.9958333333333333,0.9147529575504524,28,17,10,7,18,0.5882352941176471,0.35714285714285715,0.4444444444444444,220,112,103,9,117,0.9196428571428571,0.4681818181818182,0.6204819277108434,362,13,2,11,360,0.15384615384615385,0.0055248618784530384,0.010666666666666666,0.49758649909310176,0.22755555555555554,0.010666666666666666
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,214,2258,"[[761, 0, 594, 646], [0, 0, 0, 0], [6, 92, 158, 0], [0, 1, 0, 0]]",0.4069973427812223,2001,767,761,6,1240,0.9921773142112125,0.3803098450774613,0.5498554913294798,0,93,0,93,0,0.0,,,256,752,158,594,98,0.21010638297872342,0.6171875,0.3134920634920635,1,646,0,646,1,0.0,0.0,0.0,0.28778251827384776,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,219,2154,"[[851, 3, 768, 460], [2, 0, 5, 0], [2, 5, 57, 0], [0, 1, 0, 0]]",0.4215413184772516,2082,855,851,4,1231,0.9953216374269006,0.40874159462055715,0.5795028941096357,7,9,0,9,7,0.0,0.0,0.0,64,830,57,773,7,0.06867469879518072,0.890625,0.12751677852348994,1,460,0,460,1,0.0,0.0,0.0,0.17675491815828143,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,221,2427,"[[1906, 123, 1, 1], [0, 0, 0, 0], [1, 1, 394, 0], [0, 0, 0, 0]]",0.9476720230737536,2031,1907,1906,1,125,0.9994756161510225,0.9384539635647464,0.9680040629761301,0,124,0,124,0,0.0,,,396,395,394,1,2,0.9974683544303797,0.9949494949494949,0.9962073324905183,0,1,0,1,0,0.0,,,0.9821056977333242,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,222,2483,"[[1825, 95, 225, 129], [46, 98, 61, 4], [0, 0, 0, 0], [0, 0, 0, 0]]",0.7744663713250101,2274,1871,1825,46,449,0.9754142169962586,0.8025505716798593,0.8805790108564535,209,193,98,95,111,0.5077720207253886,0.4688995215311005,0.48756218905472637,0,286,0,286,0,0.0,,,0,133,0,133,0,0.0,,,0.6840705999555899,0.48756218905472637,0.48756218905472637
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,228,2053,"[[1687, 1, 0, 0], [1, 2, 0, 0], [5, 2, 355, 0], [0, 0, 0, 0]]",0.9956161714564052,1688,1693,1687,6,1,0.9964559952746603,0.9994075829383886,0.9979296066252588,3,5,2,3,1,0.4,0.6666666666666666,0.5,362,355,355,0,7,1.0,0.9806629834254144,0.9902370990237099,0,0,0,0,0,,,,0.8293889018829895,0.5,0.5
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,231,1571,"[[1537, 30, 1, 0], [1, 0, 0, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",0.9789942711648632,1568,1538,1537,1,31,0.9993498049414824,0.9802295918367347,0.9896973599484868,1,31,0,31,1,0.0,0.0,0.0,2,2,1,1,1,0.5,0.5,0.5,0,0,0,0,0,,,,0.49656578664949563,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,232,1780,"[[397, 0, 1, 0], [327, 22, 1033, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.2353932584269663,398,724,397,327,1,0.5483425414364641,0.9974874371859297,0.7076648841354723,1382,22,22,0,1360,1.0,0.015918958031837915,0.03133903133903134,0,1034,0,1034,0,0.0,,,0,0,0,0,0,,,,0.36950195773725186,0.03133903133903134,0.03133903133903134
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,233,3077,"[[1849, 0, 302, 78], [5, 0, 2, 0], [242, 240, 335, 13], [5, 0, 3, 3]]",0.7107572310692233,2229,2101,1849,252,380,0.8800571156592099,0.8295199641094662,0.854041570438799,7,240,0,240,7,0.0,0.0,0.0,830,642,335,307,495,0.5218068535825545,0.4036144578313253,0.45516304347826086,11,94,3,91,8,0.031914893617021274,0.2727272727272727,0.05714285714285714,0.34158686776497926,0.02857142857142857,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7101,234,2753,"[[2694, 1, 0, 5], [45, 3, 0, 2], [0, 0, 3, 0], [0, 0, 0, 0]]",0.9807482746095169,2700,2739,2694,45,6,0.9835706462212487,0.9977777777777778,0.9906232763375621,50,4,3,1,47,0.75,0.06,0.1111111111111111,3,3,3,0,0,1.0,1.0,1.0,0,7,0,7,0,0.0,,,0.7005781291495577,0.1111111111111111,0.1111111111111111
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,100,2272,"[[2238, 0, 0, 0], [0, 33, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0]]",1.0,2238,2238,2238,0,0,1.0,1.0,1.0,33,33,33,0,0,1.0,1.0,1.0,1,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,,,,1.0,1.0,1.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,103,2084,"[[2082, 0, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.9995201535508638,2082,2083,2082,1,0,0.99951992318771,1.0,0.9997599039615847,2,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,,,,0,0,0,0,0,,,,0.8332132853141256,0.6666666666666666,0.6666666666666666
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,105,2567,"[[2493, 0, 25, 8], [0, 0, 0, 0], [5, 17, 19, 0], [0, 0, 0, 0]]",0.9785742111414102,2526,2498,2493,5,33,0.9979983987189752,0.9869358669833729,0.9924363057324841,0,17,0,17,0,0.0,,,41,44,19,25,22,0.4318181818181818,0.4634146341463415,0.4470588235294118,0,8,0,8,0,0.0,,,0.7197475646309479,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,111,2124,"[[2122, 0, 1, 0], [0, 0, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0]]",0.9995291902071564,2123,2122,2122,0,1,1.0,0.9995289684408856,0.9997644287396937,0,0,0,0,0,,,,1,2,1,1,0,0.5,1.0,0.6666666666666666,0,0,0,0,0,,,,0.8332155477031802,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,113,1794,"[[1787, 0, 1, 0], [0, 0, 6, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.9960981047937569,1788,1787,1787,0,1,1.0,0.9994407158836689,0.9997202797202798,6,0,0,0,6,,0.0,0.0,0,7,0,7,0,0.0,,,0,0,0,0,0,,,,0.4998601398601399,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,117,1534,"[[1533, 0, 0, 0], [0, 1, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1.0,1533,1533,1533,0,0,1.0,1.0,1.0,1,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,,,,0,0,0,0,0,,,,1.0,1.0,1.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,121,1863,"[[1861, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0]]",1.0,1861,1861,1861,0,0,1.0,1.0,1.0,1,1,1,0,0,1.0,1.0,1.0,1,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,,,,1.0,1.0,1.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,123,1518,"[[1512, 3, 0, 0], [0, 0, 0, 0], [0, 0, 3, 0], [0, 0, 0, 0]]",0.9980237154150198,1515,1512,1512,0,3,1.0,0.998019801980198,0.9990089197224975,0,3,0,3,0,0.0,,,3,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,,,,0.9995044598612488,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,200,2600,"[[1741, 0, 0, 1], [28, 1, 1, 0], [52, 45, 727, 2], [2, 0, 0, 0]]",0.9496153846153846,1742,1823,1741,82,1,0.9550191991223258,0.9994259471871412,0.9767180925666199,30,46,1,45,29,0.021739130434782608,0.03333333333333333,0.02631578947368421,826,728,727,1,99,0.9986263736263736,0.8801452784503632,0.9356499356499357,2,3,0,3,2,0.0,0.0,0.0,0.48467095442256,0.013157894736842105,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,202,2136,"[[1992, 56, 2, 11], [20, 28, 7, 0], [1, 0, 18, 0], [1, 0, 0, 0]]",0.954119850187266,2061,2014,1992,22,69,0.9890764647467726,0.9665211062590975,0.9776687116564418,55,84,28,56,27,0.3333333333333333,0.509090909090909,0.4028776978417266,19,27,18,9,1,0.6666666666666666,0.9473684210526315,0.782608695652174,1,11,0,11,1,0.0,0.0,0.0,0.5407887762875856,0.2014388489208633,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,210,2648,"[[2144, 2, 36, 239], [16, 1, 5, 0], [30, 5, 157, 3], [6, 0, 3, 1]]",0.8697129909365559,2421,2196,2144,52,277,0.97632058287796,0.8855844692275919,0.9287416071041802,22,8,1,7,21,0.125,0.045454545454545456,0.06666666666666667,195,201,157,44,38,0.7810945273631841,0.8051282051282052,0.7929292929292929,10,243,1,242,9,0.00411522633744856,0.1,0.007905138339920948,0.44906067626001517,0.037285902503293805,0.007905138339920948
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,212,2747,"[[2746, 0, 1, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.9996359665089188,2747,2746,2746,0,1,1.0,0.9996359665089188,0.9998179501183324,0,0,0,0,0,,,,0,1,0,1,0,0.0,,,0,0,0,0,0,,,,0.9998179501183324,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,213,3250,"[[2637, 0, 3, 0], [23, 0, 5, 0], [117, 0, 97, 6], [357, 0, 5, 0]]",0.8412307692307692,2640,3134,2637,497,3,0.8414167198468411,0.9988636363636364,0.9134049186006234,28,0,0,0,28,,0.0,0.0,220,110,97,13,123,0.8818181818181818,0.4409090909090909,0.5878787878787879,362,6,0,6,362,0.0,0.0,0.0,0.37532092661985283,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,214,2258,"[[1023, 0, 792, 186], [0, 0, 0, 0], [54, 10, 192, 0], [0, 1, 0, 0]]",0.5380868024800709,2001,1077,1023,54,978,0.9498607242339833,0.5112443778110944,0.6647173489278753,0,11,0,11,0,0.0,,,256,984,192,792,64,0.1951219512195122,0.75,0.3096774193548387,1,186,0,186,1,0.0,0.0,0.0,0.324798256094238,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,219,2154,"[[1568, 89, 335, 90], [2, 2, 3, 0], [0, 8, 56, 0], [0, 1, 0, 0]]",0.754874651810585,2082,1570,1568,2,514,0.9987261146496815,0.7531219980787704,0.8587075575027382,7,100,2,98,5,0.02,0.2857142857142857,0.037383177570093455,64,394,56,338,8,0.14213197969543148,0.875,0.2445414847161572,1,90,0,90,1,0.0,0.0,0.0,0.2851580549472472,0.018691588785046728,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,221,2427,"[[1839, 191, 0, 1], [0, 0, 0, 0], [0, 1, 395, 0], [0, 0, 0, 0]]",0.9204779563246807,2031,1839,1839,0,192,1.0,0.9054652880354506,0.9503875968992248,0,192,0,192,0,0.0,,,396,395,395,0,1,1.0,0.9974747474747475,0.9987357774968394,0,1,0,1,0,0.0,,,0.974561687198032,,
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,222,2483,"[[1858, 178, 170, 68], [15, 118, 75, 1], [0, 0, 0, 0], [0, 0, 0, 0]]",0.7958115183246073,2274,1873,1858,15,416,0.9919914575547251,0.8170624450307827,0.8960694477935858,209,296,118,178,91,0.39864864864864863,0.5645933014354066,0.46732673267326735,0,245,0,245,0,0.0,,,0,69,0,69,0,0.0,,,0.6816980902334265,0.46732673267326735,0.46732673267326735
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,228,2053,"[[1688, 0, 0, 0], [1, 1, 1, 0], [1, 2, 359, 0], [0, 0, 0, 0]]",0.997564539698003,1688,1690,1688,2,0,0.9988165680473373,1.0,0.9994079336885732,3,3,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,362,360,359,1,3,0.9972222222222222,0.9917127071823204,0.9944598337950139,0,0,0,0,0,,,,0.7757337002723069,0.3333333333333333,0.3333333333333333
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,231,1571,"[[1552, 16, 0, 0], [1, 0, 0, 0], [0, 1, 1, 0], [0, 0, 0, 0]]",0.988542329726289,1568,1553,1552,1,16,0.9993560849967804,0.9897959183673469,0.9945530278756809,1,17,0,17,1,0.0,0.0,0.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,,,,0.5537398981807825,0.0,0.0
RAW_1D,FOCAL_A025_G3,selected_on_DS1,7102,232,1780,"[[397, 0, 1, 0], [802, 383, 197, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",0.43820224719101125,398,1199,397,802,1,0.3311092577147623,0.9974874371859297,0.4971822166562304,1382,383,383,0,999,1.0,0.2771345875542692,0.4339943342776204,0,198,0,198,0,0.0,,,0,0,0,0,0,,,,0.4655882754669254,0.4339943342776204,0.4339943342776204
