representation,config_id,role,record_id,n_seeds,n_beats,Accuracy_mean,Macro_F1_present_classes_mean,Rare_Macro_present_classes_mean,Min_Rare_present_classes_mean,Precision_N_mean,Recall_N_mean,F1_N_mean,Precision_S_mean,Recall_S_mean,F1_S_mean,Precision_V_mean,Recall_V_mean,F1_V_mean,Precision_F_mean,Recall_F_mean,F1_F_mean,Accuracy_std,Macro_F1_present_classes_std,Rare_Macro_present_classes_std,Min_Rare_present_classes_std,Precision_N_std,Recall_N_std,F1_N_std,Precision_S_std,Recall_S_std,F1_S_std,Precision_V_std,Recall_V_std,F1_V_std,Precision_F_std,Recall_F_std,F1_F_std,Support_N,Support_S,Support_V,Support_F
STFT_2D,BASELINE_CE,baseline,214,10,2258,0.9746678476527901,0.6262875960593771,0.0,0.0,0.9836159132248568,0.9891554222888554,0.9862265769018996,0.0,,,0.9383887827052038,0.865234375,0.8926362112762316,0.0,0.0,0.0,0.01614677337010192,0.026811719582961756,0.0,0.0,0.014119973073465845,0.01700790969002544,0.009170042837673349,0.0,,,0.09069794666671464,0.11733569911536881,0.07173002310068972,0.0,0.0,0.0,2001,0,256,1
STFT_2D,BASELINE_CE,baseline,232,10,1780,0.47623595505617977,0.4738797797095501,0.4672168468643205,0.4672168468643205,0.3187704645393734,0.9979899497487438,0.4805427125547797,0.9980357123335415,0.3259768451519537,0.4672168468643205,0.0,,,0.0,,,0.13328494314001318,0.13709244177758403,0.208882748552744,0.208882748552744,0.05803918095468093,0.0010593895008939008,0.06652026890475932,0.0019773776305484292,0.1718737556641595,0.208882748552744,0.0,,,,,,398,1382,0,0
STFT_2D,BASELINE_CE,baseline,222,10,2483,0.8486508256141765,0.7160809256057606,0.518068404919075,0.518068404919075,0.9740778757677913,0.8616094986807388,0.9140934462924463,0.41523023372319834,0.7076555023923445,0.518068404919075,0.0,,,0.0,,,0.01822962662728105,0.01836255409744202,0.037032380068963845,0.037032380068963845,0.007224305707262624,0.027813279612328698,0.013057680856341692,0.05038626483129485,0.09124284686430098,0.037032380068963845,0.0,,,0.0,,,2274,209,0,0
STFT_2D,BASELINE_CE,baseline,234,10,2753,0.9795495822738831,0.7251453207454178,0.18554321192236728,0.18554321192236728,0.9842897690862509,0.9956296296296296,0.9898927503138862,1.0,0.11000000000000001,0.18554321192236728,1.0,1.0,1.0,0.0,,,0.012652776642957494,0.05236253574090137,0.1559998537728422,0.1559998537728422,0.0020441217542851737,0.012659950569512373,0.006697141829356064,0.0,0.1003327796219494,0.1559998537728422,0.0,0.0,0.0,0.0,,,2700,50,3,0
STFT_2D,BASELINE_CE,baseline,100,10,2272,0.9987235915492958,0.7210031047781058,0.9636338571822443,0.9636338571822443,0.9987529355214265,1.0,0.9993754571520734,1.0,0.9363636363636363,0.9636338571822443,0.6666666666666666,0.2,0.2,,,,0.0016657003497048224,0.14737482375331945,0.06790803869362871,0.06790803869362871,0.0016590378119747016,0.0,0.0008320568067987688,0.0,0.11106518793861384,0.06790803869362871,0.5773502691896258,0.42163702135578396,0.42163702135578396,,,,2238,33,1,0
STFT_2D,BASELINE_CE,baseline,113,10,1794,0.9968227424749164,0.7447892400332253,0.4901948051948052,0.4901948051948052,1.0,0.9987695749440716,0.9993836748716454,0.7269444444444444,0.4166666666666667,0.4901948051948052,0.0,,,,,,0.0020531190778983713,0.1051138208327223,0.2095852684459903,0.2095852684459903,0.0,0.0018036370801562717,0.0009036426494937989,0.3679785034650064,0.19641855032959654,0.2095852684459903,0.0,,,,,,1788,6,0,0
STFT_2D,BASELINE_CE,baseline,228,10,2053,0.9912323429128105,0.8219193973839222,0.49333333333333335,0.49333333333333335,0.9919017700238715,0.9977488151658769,0.9948092822776855,0.925925925925926,0.36666666666666664,0.49333333333333335,0.989792270255486,0.9660220994475137,0.9776155765407474,0.0,,,0.005009660211249091,0.07867846008945172,0.22542141605183574,0.22542141605183574,0.005730805945476715,0.0013907438279351686,0.003067719957802361,0.22222222222222224,0.18921540406584886,0.22542141605183574,0.005220762870130028,0.02604607638966445,0.014585364040596542,0.0,,,1688,3,362,0
STFT_2D,BASELINE_CE,baseline,103,10,2084,0.9992802303262955,0.6664866234539903,0.3333333333333333,0.3333333333333333,0.9992801151447187,1.0,0.9996399135746474,1.0,0.25,0.3333333333333333,,,,,,,0.00025290128440248673,0.1757453327182511,0.35136418446315326,0.35136418446315326,0.0002527798723600132,0.0,0.00012648097334896506,0.0,0.26352313834736496,0.35136418446315326,,,,,,,2082,2,0,0
STFT_2D,BASELINE_CE,baseline,117,10,1534,0.8125814863102999,0.44151060624617405,0.0,0.0,0.9998639294005954,0.8131115459882583,0.8830212124923481,,0.0,0.0,0.0,,,,,,0.19760760110509956,0.07089134068233091,0.0,0.0,0.00028694426983555675,0.19773650364985174,0.14178268136466182,,0.0,0.0,0.0,,,,,,1533,1,0,0
STFT_2D,BASELINE_CE,baseline,121,10,1863,0.9959205582393988,0.5361787990999989,0.2,0.2,0.9997845403487531,0.9963460505104782,0.998060206823806,0.6666666666666666,0.2,0.2,0.26742424242424245,1.0,0.41047619047619044,0.0,,,0.002887263231911889,0.17448246257485198,0.42163702135578396,0.42163702135578396,0.00027815770258631623,0.0029950284744514797,0.0014851906924970078,0.5773502691896258,0.42163702135578396,0.42163702135578396,0.1152273585072411,0.0,0.14164921416662954,0.0,,,1861,1,1,0
STFT_2D,BASELINE_CE,baseline,231,10,1571,0.9980903882877149,0.6419028891432366,0.0,0.0,0.9993618351924363,0.9987244897959183,0.999042000763043,0.0,0.0,0.0,0.8833333333333332,1.0,0.9266666666666667,,,,0.002163810529850558,0.04117749971941882,0.0,0.0,1.3902870561037722e-06,0.0021679504734663088,0.0010876631788866139,0.0,0.0,0.0,0.1932503014547343,0.0,0.12352837430833154,,,,1568,1,2,0
STFT_2D,BASELINE_CE,baseline,105,10,2567,0.9735488897545773,0.7614792200992327,,,0.9980305847388153,0.97513855898654,0.9864410130659875,0.0,,,0.3896453176612401,0.875609756097561,0.536517427132478,0.0,,,0.003510604114938052,0.04264013560362378,,,0.0029914559539775507,0.004593302328726133,0.001865784920131895,0.0,,,0.056231521994831,0.18049879114003528,0.08447024060365868,0.0,,,2526,0,41,0
STFT_2D,BASELINE_CE,baseline,111,10,2124,0.9944915254237289,0.6475968983536399,,,1.0,0.9944889307583609,0.9972311615163838,,,,0.21870108555847095,1.0,0.29796263519089605,,,,0.005002561754854816,0.14489569291873308,,,0.0,0.005004918119317775,0.0025194065095135157,,,,0.29218369411371437,0.0,0.2878832101351306,,,,2123,0,1,0
STFT_2D,BASELINE_CE,baseline,123,10,1518,0.9980895915678525,0.9995209887760487,,,1.0,0.9980858085808582,0.9990419775520971,0.0,,,1.0,1.0,1.0,,,,0.00020831868644061326,5.226901801829062e-05,,,0.0,0.00020873119869097495,0.00010453803603665979,0.0,,,0.0,0.0,0.0,,,,1515,0,3,0
STFT_2D,BASELINE_CE,baseline,212,10,2747,0.9238805970149254,0.9542758990527196,,,1.0,0.9238805970149254,0.9542758990527196,,,,0.0,,,0.0,,,0.1455951379969791,0.09052265932743742,,,0.0,0.1455951379969791,0.09052265932743742,,,,0.0,,,0.0,,,2747,0,0,0
STFT_2D,BASELINE_CE,baseline,221,10,2427,0.9946435929130614,0.9974665601658848,,,0.9995552826936291,0.9943870014771049,0.9969584392213541,0.0,,,1.0,0.995959595959596,0.9979746811104153,0.0,,,0.004179405041808242,0.0013416654995634016,,,0.00036383601958958774,0.004995374988937301,0.002458043085755784,0.0,,,0.0,0.0021294799058373063,0.0010699704552321913,0.0,,,2031,0,396,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,213,10,3250,0.8610153846153846,0.43252789397528374,0.0074694828813901435,0.0,0.8597340829631672,0.9995454545454546,0.9243617356356149,0.0,0.0,0.0,0.9036237734569748,0.7122727272727273,0.7908108745027398,0.7312908496732026,0.007734806629834254,0.014938965762780287,0.008338720152421927,0.022421528222791347,0.010866124228124085,0.0,0.00866764231725715,0.0014373989364401762,0.005034575329329634,0.0,0.0,0.0,0.05373703616684573,0.11568953259586523,0.07308356298725754,0.22358969273749923,0.01133756461997892,0.02173224845624817,2640,28,220,362
STFT_2D,WGAN_GP_X5,selected_on_DS1,233,10,3077,0.6632434189145272,0.3784839519391686,0.01758691877510358,0.001806487418105352,0.9926725323292303,0.5485419470614625,0.6886831491268134,0.013571428571428573,0.02857142857142857,0.017478991596638654,0.6767045937575675,0.9812048192771083,0.790078821079654,0.009525568779129714,0.3181818181818182,0.0176948459535685,0.14465848801655457,0.06638425148968533,0.018497477765032338,0.0038119055774152337,0.002619276224003093,0.19965840627652967,0.1548144682272561,0.032375699854104836,0.06023386019368342,0.03951228374389458,0.16327114296281758,0.011725257076999094,0.11857032784015425,0.007152869991374074,0.08834775598250456,0.012187221251522579,2229,7,830,11
STFT_2D,WGAN_GP_X5,selected_on_DS1,210,10,2648,0.9697129909365559,0.48320579220353166,0.0385003885003885,0.015555555555555555,0.9815023334546561,0.9931846344485751,0.9872852265878466,0.03984487734487734,0.022727272727272728,0.02828282828282828,0.9106865301609606,0.8328205128205128,0.8685371652255031,0.09606481481481481,0.04,0.04871794871794872,0.005343058769338279,0.025097925961253244,0.045439442954925045,0.03442651863295482,0.004040669515251386,0.0068184940186779095,0.002300046250748932,0.053188386506314994,0.03214121732666125,0.03830401055728998,0.05645392352927958,0.027690197239407292,0.022578617445522624,0.1387586194631117,0.051639777949432225,0.06913606070412892,2421,22,195,10
STFT_2D,WGAN_GP_X5,selected_on_DS1,200,10,2600,0.9726923076923077,0.526988014277587,0.07521574314739148,0.009810874704491726,0.9659588228118704,0.9992537313432835,0.982316216445111,0.2303267973856209,0.06333333333333332,0.0948759307392274,0.999875,0.9518159806295399,0.9752043543704538,0.049107142857142856,0.1,0.05555555555555556,0.004279056222635551,0.028007682255061925,0.054569923723263754,0.020908959361809865,0.005598704272459093,0.0006656152748154008,0.002818617523504357,0.13705293003703745,0.039907299991262156,0.05481490197801181,0.00039528470752104726,0.014116220452964753,0.007365163963756828,0.09533105582170813,0.21081851067789195,0.12001371663718259,1742,30,826,2
STFT_2D,WGAN_GP_X5,selected_on_DS1,202,10,2136,0.9436329588014981,0.4301746270193032,0.07972407080691511,0.0,0.984572537606722,0.9666666666666666,0.975367385518416,0.5933022533022533,0.09818181818181818,0.15944814161383022,0.43170741539162594,0.9421052631578947,0.5858829809449666,0.0,0.0,0.0,0.02410955256382284,0.027775285738920425,0.05003270715700041,0.0,0.003212677750065548,0.025370098058867807,0.01248992884378022,0.26736442510191244,0.06538717071156935,0.10006541431400082,0.08291513599639615,0.06772020724778519,0.07585809919547078,0.0,0.0,0.0,2061,55,19,1
STFT_2D,WGAN_GP_X5,selected_on_DS1,219,10,2154,0.9817084493964717,0.47291201706240554,0.004545454545454545,0.0,0.9936974654940183,0.9907300672430356,0.9921942768902046,0.006666666666666666,0.014285714285714285,0.00909090909090909,0.9907582817711914,0.809375,0.8903628822685083,,0.0,0.0,0.006753239199988186,0.009480422735068652,0.014373989364401724,0.0,0.0012506539389211709,0.007691753017963797,0.0033986683918401078,0.021081851067789193,0.04517539514526256,0.02874797872880345,0.012791915996551393,0.038836149754806766,0.022670797095640873,,0.0,0.0,2082,7,64,1
STFT_2D,WGAN_GP_X5,selected_on_DS1,214,10,2258,0.9828166519043402,0.6383475146820305,0.0,0.0,0.9866441025245866,0.9956521739130435,0.9910917200500509,0.0,,,0.9703496182872338,0.886328125,0.9239508239960411,0.0,0.0,0.0,0.009190185580067513,0.01706969680019383,0.0,0.0,0.010398916348479887,0.004318655924330469,0.004967279063382317,0.0,,,0.02869477225791548,0.08551129317727976,0.04629944462225237,0.0,0.0,0.0,2001,0,256,1
STFT_2D,WGAN_GP_X5,selected_on_DS1,232,10,1780,0.4917415730337079,0.5005401918322756,0.4864109578256053,0.4864109578256053,0.35087891637911145,0.9954773869346735,0.5146694258389459,0.9989593743714765,0.346671490593343,0.4864109578256053,0.0,,,0.0,,,0.1513245465128155,0.1432224481215389,0.2185745278711791,0.2185745278711791,0.07583660737687523,0.0033079426563034954,0.0810452652015265,0.0010080916560900007,0.19518386167570928,0.2185745278711791,0.0,,,,,,398,1382,0,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,222,10,2483,0.8549335481272655,0.740381099108412,0.5628148575549664,0.5628148575549664,0.9787888755316582,0.864995602462621,0.9179473406618573,0.4628892542287586,0.7454545454545455,0.5628148575549664,0.0,,,0.0,,,0.028428389737833255,0.02759701495762562,0.04858668554851607,0.04858668554851607,0.007979989587217044,0.0338937021756734,0.016572582742248668,0.07512234690382191,0.098310838143354,0.04858668554851607,0.0,,,0.0,,,2274,209,0,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,234,10,2753,0.9850708318198329,0.7464476329418901,0.2968052872358312,0.2968052872358312,0.9853685509881751,0.9998148148148148,0.9925376115898393,1.0,0.188,0.2968052872358312,0.9199999999999999,1.0,0.95,0.0,,,0.002460339138490926,0.07166463021859147,0.19274855337606797,0.19274855337606797,0.0024762028440006756,0.0004000457221239441,0.001244319149398523,0.0,0.13571211359999438,0.19274855337606797,0.16865480854231357,0.0,0.10540925533894596,0.0,,,2700,50,3,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,100,10,2272,0.9987235915492958,0.6891635005001483,0.9681378379464709,0.9681378379464709,0.9987064518008143,1.0,0.9993526635539738,1.0,0.9393939393939394,0.9681378379464709,1.0,0.1,0.1,,,,0.0007887136182931351,0.1095224808678366,0.02666586499016475,0.02666586499016475,0.0007985315001289634,0.0,0.00039980611711120523,0.0,0.04948464126834703,0.02666586499016475,,0.31622776601683794,0.31622776601683794,,,,2238,33,1,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,113,10,1794,0.9967112597547381,0.7246798971456576,0.450004705439488,0.450004705439488,1.0,0.9987136465324384,0.9993550888518271,0.7226470588235294,0.4,0.450004705439488,0.0,,,,,,0.002428999010756,0.11481714890013735,0.22923475736045476,0.22923475736045476,0.0,0.002417102611239808,0.0012132276995681383,0.3368900500244248,0.2629368792488718,0.22923475736045476,0.0,,,,,,1788,6,0,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,228,10,2053,0.990063321967852,0.8172284800753863,0.4838095238095238,0.4838095238095238,0.9906885243904086,0.9976895734597158,0.9941648245753318,0.7166666666666667,0.4,0.4838095238095238,0.9890374266239554,0.9593922651933701,0.973711091841303,,,,0.005047406196519014,0.07094999144245226,0.20823557797236403,0.20823557797236403,0.006452731208882593,0.0016391394920574375,0.00304231179273852,0.3429177636002437,0.21081851067789195,0.20823557797236403,0.0075730085705548655,0.030429959777081024,0.014658971803508608,,,,1688,3,362,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,103,10,2084,0.9993761996161229,0.7331772881980445,0.4666666666666666,0.4666666666666666,0.9993760383619152,1.0,0.9996879097294222,1.0,0.35,0.4666666666666666,,,,,,,0.00023178785582520566,0.16107325804331699,0.3220305943597653,0.3220305943597653,0.00023167657985020366,0.0,0.0001159217268686611,0.0,0.24152294576982397,0.3220305943597653,,,,,,,2082,2,0,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,117,10,1534,0.7799217731421122,0.4748642108212525,0.1,0.1,1.0,0.780365296803653,0.8497284216425051,1.0,0.1,0.1,0.0,,,,,,0.2616723367154728,0.1991330449507611,0.31622776601683794,0.31622776601683794,0.0,0.2618206116627056,0.2044820713444896,,0.31622776601683794,0.31622776601683794,0.0,,,,,,1533,1,0,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,121,10,1863,0.9971551261406333,0.49088769838417623,0.0,0.0,0.9997312405126749,0.9976894142933906,0.9987070511964846,,0.0,0.0,0.3507575757575757,1.0,0.47395604395604396,0.0,,,0.0029837771572060997,0.08608930327091392,0.0,0.0,0.000283297459343011,0.002986983795741496,0.0014334087652284652,,0.0,0.0,0.27078079238894137,0.0,0.25725574019219577,0.0,,,1861,1,1,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,231,10,1571,0.9959261616804582,0.5837081378989173,0.0,0.0,0.9993604335258267,0.9965561224489796,0.9979498105221488,0.0,0.0,0.0,0.6704761904761904,1.0,0.7531746031746032,,,,0.005344217777697835,0.08845837647288217,0.0,0.0,3.459308371204723e-06,0.005354442684160206,0.002696253469912446,0.0,0.0,0.0,0.34944292130934973,0.0,0.2636081106939382,,,,1568,1,2,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,105,10,2567,0.9741721854304636,0.7630270935368773,,,0.9983066183796165,0.9756927949326999,0.9868495172001411,0.0,,,0.39496350270119096,0.8804878048780488,0.5392046698736135,0.0,,,0.008570413916557553,0.05114545987242665,,,0.0020982514582861484,0.008711820970505284,0.004353230129893971,0.0,,,0.0948161029377195,0.13182269361803123,0.0984651458524996,0.0,,,2526,0,41,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,111,10,2124,0.9564971751412429,0.5922333381286672,,,1.0,0.9564766839378238,0.9754303431843248,0.0,,,0.13306503438082384,1.0,0.20903633307300953,,,,0.09287708855031489,0.12083039512411416,,,0.0,0.09292083659014076,0.05439456226857195,,,,0.15479308804567982,0.0,0.21186309470227793,,,,2123,0,1,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,123,10,1518,0.9980237154150198,0.9995044598612488,,,1.0,0.998019801980198,0.9990089197224975,0.0,,,1.0,1.0,1.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,1515,0,3,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,212,10,2747,0.974736075718966,0.986206928969011,,,1.0,0.974736075718966,0.986206928969011,,,,0.0,,,0.0,,,0.06273127909139511,0.03496131765709831,,,0.0,0.06273127909139511,0.03496131765709831,,,,0.0,,,0.0,,,2747,0,0,0
STFT_2D,WGAN_GP_X5,selected_on_DS1,221,10,2427,0.9873506386485372,0.9951040206421335,,,0.9991562820150918,0.9857213195470212,0.9923623538582313,0.0,,,1.0,0.9957070707070708,0.9978456874260357,,,,0.009010526026843971,0.0023918179651123144,,,0.0007377581802001959,0.011167586303104578,0.005484728946935879,0.0,,,0.0,0.0037738235305487815,0.001898327944457273,,,,2031,0,396,0
